0.0847 	WARNING 	t of last frame was 8.41ms (=1/118)
0.1266 	EXP 	Input Frame Rate: 240.000 Hz
0.1266 	EXP 	Determined Frame Rate: 240.185 Hz
0.1520 	EXP 	subjectName: 'Sub_12'
0.1521 	EXP 	session: 1
0.1521 	EXP 	language: 'DE'
0.1522 	EXP 	nBlocks: 6
0.1522 	EXP 	nTrialsPerBlock: 40
0.1522 	EXP 	dominantEye: 'L'
0.1523 	EXP 	monitorRefreshRate: 240.
0.1523 	EXP 	monitorWidth: 59.6
0.1524 	EXP 	monitorDistance: 70.
0.1524 	EXP 	nTrialsTotal: 240
0.1525 	EXP 	nTrialsPractise: 25
0.1525 	EXP 	fixSize: 1.
0.1526 	EXP 	conditions: {'arrowDirection': ['L', 'R'], 'latency': [0, 50, 100, 200, 400]}
0.1526 	EXP 	holdGazeRadius: 2.5
0.1526 	EXP 	maxWaitTimeForResponseInSec: 2
0.1527 	EXP 	maxWaitTimeForSaccadeInSec: 5
0.1527 	EXP 	maskDuration: 0.5
0.1528 	EXP 	fixationJitterInSec: [0.2 0.4]
0.1528 	EXP 	postResponseBlankTime: 1.5
0.1529 	EXP 	nTrialsFeedback: 1
0.1529 	EXP 	keyMapping: ['left' 'right']
0.1530 	EXP 	targetSize: 1.
0.1530 	EXP 	scoreIncrement: 10
0.1530 	EXP 	maxContagCondRepeat: 3
0.1531 	EXP 	tagFlipScreen: True
0.1532 	EXP 	delTForVelocity: 5.
0.1532 	EXP 	velThreshold: 20
0.1532 	EXP 	velThresholdMax: 100
0.1533 	EXP 	staircaseStartPoint: 100
0.1533 	EXP 	staircaseStepSizeCorrect: 1
0.1533 	EXP 	staircaseStepSizeIncorrect: 3
0.1534 	EXP 	staircaseStepSizeInitial: 10
0.1534 	EXP 	qualityCheckDuration: 5
0.1534 	EXP 	screenWidthInPix: 1920
0.1534 	EXP 	screenHeightInPix: 1080
0.1535 	EXP 	Added new global key event: quitKey
0.2442 	EXP 	Removed global key event: 'quitKey'.
15.8099 	DATA 	Keypress: return
16.3302 	EXP 	Device response: <KeyPress from None: t=15.80880069732666, value=return, duration=None>
16.3302 	EXP 	Device response: <KeyPress from None: t=15.80880069732666, value=return, duration=0.09542131423950195>
16.3303 	EXP 	Device response: <KeyPress from None: t=16.14431881904602, value=return, duration=None>
16.3303 	EXP 	Device response: <KeyPress from None: t=16.14431881904602, value=return, duration=0.08001136779785156>
18.1940 	EXP 	Device response: <KeyPress from None: t=18.192347288131714, value=return, duration=None>
18.2557 	EXP 	Device response: <KeyPress from None: t=18.192347288131714, value=return, duration=0.04796743392944336>
18.3030 	DATA 	Keypress: return
18.3031 	DATA 	Keypress: return
18.3205 	EXP 	Device response: <KeyPress from None: t=18.320300817489624, value=return, duration=None>
18.3227 	DATA 	Keypress: return
18.3942 	EXP 	Device response: <KeyPress from None: t=18.320300817489624, value=return, duration=0.0639955997467041>
93.7373 	EXP 	Device response: <KeyPress from None: t=93.72843360900879, value=return, duration=None>
93.7993 	EXP 	Device response: <KeyPress from None: t=93.72843360900879, value=return, duration=0.06394720077514648>
93.8278 	DATA 	Keypress: return
179.8334 	EXP 	Device response: <KeyPress from None: t=179.82444620132446, value=c, duration=None>
179.9993 	DATA 	Keypress: c
180.0111 	EXP 	Device response: <KeyPress from None: t=179.82444620132446, value=c, duration=0.1439669132232666>
207.3484 	EXP 	Device response: <KeyPress from None: t=207.34447574615479, value=return, duration=None>
207.3532 	DATA 	Keypress: return
207.4776 	EXP 	Device response: <KeyPress from None: t=207.34447574615479, value=return, duration=0.07994604110717773>
260.7832 	EXP 	window1: units = 'norm'
260.7833 	EXP 	window1: units = 'pix'
294.0046 	EXP 	Device response: <KeyPress from None: t=294.00042629241943, value=escape, duration=None>
294.0250 	DATA 	Keypress: escape
294.0394 	EXP 	window1: units = 'norm'
294.0395 	EXP 	window1: units = 'pix'
294.0433 	EXP 	Added new global key event: quitKey
326.0004 	DATA 	Keypress: right
344.2083 	DATA 	Keypress: 3
346.7363 	DATA 	Keypress: 3
352.8323 	DATA 	Keypress: 3
367.5203 	DATA 	Keypress: 3
378.7364 	DATA 	Keypress: 3
384.5763 	DATA 	Keypress: return
384.5764 	EXP 	StartPractice
384.5827 	EXP 	Starting Trial Number 1
384.5840 	EXP 	fixationDurationInSec:0.268
384.5840 	EXP 	targetDistance:R
384.5840 	EXP 	blankDurationInFrameCount:100
384.5840 	EXP 	displacement:0.5000
384.5887 	EXP 	startFixDisplay
384.6220 	EXP 	startFixPeriod
384.8885 	EXP 	targetPresented
384.8967 	EXP 	blankDurationStart
385.3132 	EXP 	maskStart
385.4594 	DATA 	Keypress: right
385.8093 	EXP 	Device response: <KeyPress from None: t=294.00042629241943, value=escape, duration=0.20784497261047363>
385.8093 	EXP 	Device response: <KeyPress from None: t=326.0003855228424, value=right, duration=None>
385.8093 	EXP 	Device response: <KeyPress from None: t=326.0003855228424, value=right, duration=0.07995247840881348>
385.8093 	EXP 	Device response: <KeyPress from None: t=344.2083077430725, value=3, duration=None>
385.8094 	EXP 	Device response: <KeyPress from None: t=344.2083077430725, value=3, duration=0.11196517944335938>
385.8094 	EXP 	Device response: <KeyPress from None: t=346.736266374588, value=3, duration=None>
385.8094 	EXP 	Device response: <KeyPress from None: t=346.736266374588, value=3, duration=0.06399035453796387>
385.8094 	EXP 	Device response: <KeyPress from None: t=352.83228063583374, value=3, duration=None>
385.8094 	EXP 	Device response: <KeyPress from None: t=352.83228063583374, value=3, duration=0.1280224323272705>
385.8094 	EXP 	Device response: <KeyPress from None: t=367.5203149318695, value=3, duration=None>
385.8094 	EXP 	Device response: <KeyPress from None: t=367.5203149318695, value=3, duration=0.06396079063415527>
385.8095 	EXP 	Device response: <KeyPress from None: t=378.7363386154175, value=3, duration=None>
385.8095 	EXP 	Device response: <KeyPress from None: t=378.7363386154175, value=3, duration=0.09594607353210449>
385.8095 	EXP 	Device response: <KeyPress from None: t=384.57630944252014, value=return, duration=None>
385.8095 	EXP 	Device response: <KeyPress from None: t=384.57630944252014, value=return, duration=0.0960080623626709>
385.8095 	EXP 	Device response: <KeyPress from None: t=385.45635509490967, value=right, duration=None>
385.8095 	EXP 	Device response: <KeyPress from None: t=385.45635509490967, value=right, duration=0.06403112411499023>
385.8126 	EXP 	maskEnd
387.8112 	EXP 	Device response: <KeyPress from None: t=387.80830931663513, value=right, duration=None>
387.8126 	DATA 	Keypress: right
387.8569 	EXP 	EndOfTrial
387.8694 	EXP 	FeedbackPeriodStarted
389.3916 	EXP 	Starting Trial Number 2
389.3926 	EXP 	fixationDurationInSec:0.338
389.3927 	EXP 	targetDistance:L
389.3927 	EXP 	blankDurationInFrameCount:110
389.3927 	EXP 	displacement:0.5000
389.3975 	EXP 	startFixDisplay
389.4098 	EXP 	startFixPeriod
389.7472 	EXP 	targetPresented
393.2681 	EXP 	Starting Trial Number 3
393.2689 	EXP 	fixationDurationInSec:0.338
393.2689 	EXP 	targetDistance:L
393.2689 	EXP 	blankDurationInFrameCount:120
393.2689 	EXP 	displacement:0.5000
393.2735 	EXP 	startFixDisplay
393.2778 	EXP 	startFixPeriod
393.6150 	EXP 	targetPresented
393.6235 	EXP 	blankDurationStart
394.1149 	DATA 	Keypress: left
394.1229 	EXP 	maskStart
394.6185 	EXP 	Device response: <KeyPress from None: t=387.80830931663513, value=right, duration=0.11197733879089355>
394.6185 	EXP 	Device response: <KeyPress from None: t=394.1124629974365, value=left, duration=None>
394.6186 	EXP 	Device response: <KeyPress from None: t=394.1124629974365, value=left, duration=0.07995295524597168>
394.6224 	EXP 	maskEnd
394.7850 	EXP 	Device response: <KeyPress from None: t=394.7843608856201, value=left, duration=None>
394.7862 	DATA 	Keypress: left
394.8516 	EXP 	Device response: <KeyPress from None: t=394.7843608856201, value=left, duration=0.06392145156860352>
394.8518 	EXP 	LeftResponse
394.8556 	EXP 	EndOfTrial
394.8639 	EXP 	FeedbackPeriodStarted
