,startTime,stopTime,whichEye
0,5.438,5.557,L
0,5.438,5.557,R
1,8.169,8.312,R
1,8.169,8.312,L
2,13.905,14.295,R
2,13.905,14.295,L
3,14.714,14.935,L
3,14.714,14.935,R
4,17.09,17.228,R
4,17.09,17.228,L
5,20.122,20.256,L
5,20.122,20.256,R
6,21.51,22.431,R
6,21.51,22.431,L
7,23.729,23.89,L
7,23.729,23.89,R
8,26.992,27.613,R
8,26.992,27.613,L
9,28.246,28.398,R
9,28.246,28.398,L
10,30.295,30.658,L
10,30.295,30.658,R
11,37.328,37.578,R
11,37.328,37.578,L
12,39.483,41.915,L
12,39.483,41.915,R
13,41.993,42.018,R
13,41.993,42.018,L
14,43.383,43.565,R
14,43.383,43.565,L
15,46.174,46.33,R
15,46.174,46.33,L
16,49.023,49.138,R
16,49.023,49.138,L
17,51.899,52.058,R
17,51.899,52.058,L
18,55.086,55.214,R
18,55.086,55.214,L
19,56.733,56.924,L
19,56.733,56.924,R
20,58.211,58.351,R
20,58.211,58.351,L
21,61.751,63.697,L
21,61.751,63.697,R
22,64.448,64.603,L
22,64.448,64.603,R
23,66.034,66.209,L
23,66.034,66.209,R
24,66.446,66.637,R
24,66.446,66.637,L
25,67.154,67.345,R
25,67.154,67.345,L
26,68.138,68.347,R
26,68.138,68.347,L
27,70.253,70.459,L
27,70.253,70.459,R
28,73.791,73.996,R
28,73.791,73.996,L
29,74.219,76.128,L
29,74.219,76.128,R
30,76.361,76.574,R
30,76.361,76.574,L
31,76.853,77.114,L
31,76.853,77.114,R
32,78.408,78.698,R
32,78.408,78.698,L
33,79.372,79.551,L
33,79.372,79.551,R
34,80.147,80.328,R
34,80.147,80.328,L
35,81.312,81.667,L
35,81.312,81.667,R
36,84.029,84.24,R
36,84.029,84.24,L
37,87.727,87.911,L
37,87.727,87.911,R
38,89.547,90.531,R
38,89.547,90.531,L
39,95.638,95.781,L
39,95.638,95.781,R
40,101.067,101.215,R
40,101.067,101.215,L
41,107.529,107.657,R
41,107.529,107.657,L
42,113.155,113.34,R
42,113.155,113.34,L
43,116.058,116.198,L
43,116.058,116.198,R
44,120.005,120.11,L
44,120.005,120.11,R
45,120.951,121.306,R
45,120.951,121.306,L
46,122.939,123.052,R
46,122.939,123.052,L
47,125.183,125.283,L
47,125.183,125.283,R
48,127.99,128.1,R
48,127.99,128.1,L
49,130.544,130.749,L
49,130.544,130.749,R
50,133.084,133.209,R
50,133.084,133.209,L
51,137.766,137.892,L
51,137.766,137.892,R
52,138.46,138.668,R
52,138.46,138.668,L
53,141.37,141.528,L
53,141.37,141.528,R
54,147.607,147.712,R
54,147.607,147.712,L
55,149.365,149.533,L
55,149.365,149.533,R
56,150.492,150.689,R
56,150.492,150.689,L
57,153.357,153.44,L
57,153.357,153.44,R
58,163.013,163.134,R
58,163.013,163.134,L
59,173.39,174.296,L
59,173.39,174.296,R
60,177.51,177.676,R
60,177.51,177.676,L
61,178.288,178.978,L
61,178.288,178.978,R
62,179.528,179.737,R
62,179.528,179.737,L
63,181.912,183.512,L
63,181.912,183.512,R
64,184.375,184.505,L
64,184.375,184.505,R
65,188.693,188.885,R
65,188.693,188.885,L
66,191.233,191.375,L
66,191.233,191.375,R
67,196.602,196.719,R
67,196.602,196.719,L
68,197.92,199.268,L
68,197.92,199.268,R
69,201.145,201.378,R
69,201.145,201.378,L
70,202.038,202.224,L
70,202.038,202.224,R
71,204.024,204.611,R
71,204.024,204.611,L
72,206.352,207.021,L
72,206.352,207.021,R
73,207.439,208.112,L
73,207.439,208.112,R
74,208.241,208.894,R
74,208.241,208.894,L
75,209.448,209.673,L
75,209.448,209.673,R
76,209.712,209.808,R
76,209.712,209.808,L
77,209.861,209.88,L
77,209.861,209.88,R
78,209.903,209.958,L
78,209.903,209.958,R
79,209.985,210.005,R
79,209.985,210.005,L
80,210.087,213.156,R
80,210.087,213.156,L
81,213.856,214.003,L
81,213.856,214.003,R
82,215.191,215.447,R
82,215.191,215.447,L
83,216.339,216.554,L
83,216.339,216.554,R
84,217.675,218.318,R
84,217.675,218.318,L
85,219.079,219.39,L
85,219.079,219.39,R
86,220.032,220.252,R
86,220.032,220.252,L
87,221.842,223.508,L
87,221.842,223.508,R
88,224.753,224.966,R
88,224.753,224.966,L
89,225.437,227.336,R
89,225.437,227.336,L
90,227.87,228.911,L
90,227.87,228.911,R
91,229.085,230.578,R
91,229.085,230.578,L
92,230.769,231.021,L
92,230.769,231.021,R
93,234.683,234.83,L
93,234.683,234.83,R
94,237.298,237.475,R
94,237.298,237.475,L
95,239.463,239.693,R
95,239.463,239.693,L
96,242.119,242.364,L
96,242.119,242.364,R
97,244.352,245.812,R
97,244.352,245.812,L
98,250.003,250.143,L
98,250.003,250.143,R
99,251.54,252.887,R
99,251.54,252.887,L
100,253.267,254.17,L
100,253.267,254.17,R
101,259.553,259.72,R
101,259.553,259.72,L
102,260.59,260.685,L
102,260.59,260.685,R
103,261.167,261.274,R
103,261.167,261.274,L
104,271.114,271.21,L
104,271.114,271.21,R
105,278.127,278.262,L
105,278.127,278.262,R
106,285.833,285.977,R
106,285.833,285.977,L
107,289.189,289.321,R
107,289.189,289.321,L
108,294.716,294.828,L
108,294.716,294.828,R
109,296.934,297.025,R
109,296.934,297.025,L
110,308.081,308.273,R
110,308.081,308.273,L
111,312.418,312.565,R
111,312.418,312.565,L
112,323.835,324.039,R
112,323.835,324.039,L
113,331.694,331.844,L
113,331.694,331.844,R
114,336.793,336.859,R
114,336.793,336.859,L
115,342.139,342.551,L
115,342.139,342.551,R
116,356.05,356.177,R
116,356.05,356.177,L
117,361.706,361.862,L
117,361.706,361.862,R
118,362.097,362.204,R
118,362.097,362.204,L
119,366.245,366.808,R
119,366.245,366.808,L
120,367.068,367.173,L
120,367.068,367.173,R
121,376.669,377.12,R
121,376.669,377.12,L
122,386.452,386.507,L
122,386.452,386.507,R
123,392.494,392.626,R
123,392.494,392.626,L
124,393.073,393.233,L
124,393.073,393.233,R
125,399.064,399.457,R
125,399.064,399.457,L
126,399.927,400.057,L
126,399.927,400.057,R
127,402.178,402.398,R
127,402.178,402.398,L
128,403.179,403.291,L
128,403.179,403.291,R
129,414.688,415.064,R
129,414.688,415.064,L
130,415.166,415.438,L
130,415.166,415.438,R
131,415.591,415.744,R
131,415.591,415.744,L
132,421.904,422.058,L
132,421.904,422.058,R
133,444.669,444.754,R
133,444.669,444.754,L
134,447.811,448.096,L
134,447.811,448.096,R
135,448.516,448.657,R
135,448.516,448.657,L
136,461.145,461.495,L
136,461.145,461.495,R
137,461.811,461.951,R
137,461.811,461.951,L
138,470.212,495.382,L
138,470.212,495.382,R
139,495.806,496.879,R
139,495.806,496.879,L
140,497.133,497.649,L
140,497.133,497.649,R
141,497.958,498.204,R
141,497.958,498.204,L
142,498.566,498.848,L
142,498.566,498.848,R
143,499.344,499.555,R
143,499.344,499.555,L
144,500.19,500.822,R
144,500.19,500.822,L
145,502.238,502.392,L
145,502.238,502.392,R
146,504.501,504.694,L
146,504.501,504.694,R
147,504.984,505.192,L
147,504.984,505.192,R
148,505.85,506.051,L
148,505.85,506.051,R
149,507.04,507.209,L
149,507.04,507.209,R
150,509.64,509.885,L
150,509.64,509.885,R
151,510.032,527.74,L
151,510.032,527.74,R
152,528.352,528.525,R
152,528.352,528.525,L
153,531.305,532.872,L
153,531.305,532.872,R
154,533.427,537.018,R
154,533.427,537.018,L
155,537.243,537.78,R
155,537.243,537.78,L
156,538.601,538.749,L
156,538.601,538.749,R
157,540.313,540.616,R
157,540.313,540.616,L
158,541.258,545.037,L
158,541.258,545.037,R
159,545.362,545.512,R
159,545.362,545.512,L
160,545.758,547.152,L
160,545.758,547.152,R
161,547.464,547.633,R
161,547.464,547.633,L
162,549.655,549.95,L
162,549.655,549.95,R
163,550.307,550.437,R
163,550.307,550.437,L
164,552.295,552.535,L
164,552.295,552.535,R
165,554.214,556.229,R
165,554.214,556.229,L
166,556.51,556.638,L
166,556.51,556.638,R
167,560.565,560.705,R
167,560.565,560.705,L
168,563.908,644.409,L
168,563.908,644.409,R
169,649.531,650.015,R
169,649.531,650.015,L
170,661.764,663.008,L
170,661.764,663.008,R
171,664.146,664.66,R
171,664.146,664.66,L
172,664.878,667.16,L
172,664.878,667.16,R
173,667.46,667.734,R
173,667.46,667.734,L
174,670.083,670.253,L
174,670.083,670.253,R
175,671.127,671.269,R
175,671.127,671.269,L
176,673.161,673.706,L
176,673.161,673.706,R
177,678.263,678.384,R
177,678.263,678.384,L
178,687.592,687.764,L
178,687.592,687.764,R
179,692.111,692.237,R
179,692.111,692.237,L
180,700.114,700.266,L
180,700.114,700.266,R
181,705.294,705.471,R
181,705.294,705.471,L
182,710.297,710.501,L
182,710.297,710.501,R
183,716.672,716.786,R
183,716.672,716.786,L
184,720.702,721.124,L
184,720.702,721.124,R
185,721.313,721.432,R
185,721.313,721.432,L
186,725.729,725.856,L
186,725.729,725.856,R
187,736.077,736.157,R
187,736.077,736.157,L
188,741.726,741.855,L
188,741.726,741.855,R
189,748.87,748.952,R
189,748.87,748.952,L
190,753.158,753.433,L
190,753.158,753.433,R
191,756.871,756.947,R
191,756.871,756.947,L
192,766.162,766.341,L
192,766.162,766.341,R
193,773.569,773.702,R
193,773.569,773.702,L
194,786.57,786.683,L
194,786.57,786.683,R
195,787.099,787.645,R
195,787.099,787.645,L
196,787.938,788.047,L
196,787.938,788.047,R
197,790.612,790.759,R
197,790.612,790.759,L
198,794.736,794.864,L
198,794.736,794.864,R
199,799.545,799.796,L
199,799.545,799.796,R
200,799.959,800.105,R
200,799.959,800.105,L
201,800.622,800.777,L
201,800.622,800.777,R
202,806.939,806.985,R
202,806.939,806.985,L
203,807.505,807.679,L
203,807.505,807.679,R
204,807.832,807.993,R
204,807.832,807.993,L
205,811.495,811.706,L
205,811.495,811.706,R
206,817.468,817.629,R
206,817.468,817.629,L
207,821.587,821.97,L
207,821.587,821.97,R
208,826.444,826.596,R
208,826.444,826.596,L
209,833.977,834.136,L
209,833.977,834.136,R
210,838.576,838.789,R
210,838.576,838.789,L
211,842.858,842.939,L
211,842.858,842.939,R
212,846.302,846.533,R
212,846.302,846.533,L
213,850.981,851.122,L
213,850.981,851.122,R
214,856.493,856.635,R
214,856.493,856.635,L
215,857.811,857.88,L
215,857.811,857.88,R
216,858.271,858.453,R
216,858.271,858.453,L
217,858.593,861.807,L
217,858.593,861.807,R
218,861.959,862.886,L
218,861.959,862.886,R
219,863.04,863.279,R
219,863.04,863.279,L
220,863.406,914.002,L
220,863.406,914.002,R
221,914.353,914.604,L
221,914.353,914.604,R
222,915.098,915.506,R
222,915.098,915.506,L
223,915.547,915.59,L
223,915.547,915.59,R
224,916.26,916.573,R
224,916.26,916.573,L
225,917.39,917.563,L
225,917.39,917.563,R
226,920.05,920.304,R
226,920.05,920.304,L
227,921.685,922.538,R
227,921.685,922.538,L
228,924.748,924.891,L
228,924.748,924.891,R
229,926.598,926.771,R
229,926.598,926.771,L
230,929.246,929.454,L
230,929.246,929.454,R
231,930.719,931.472,R
231,930.719,931.472,L
232,933.569,1027.885,L
232,933.569,1027.885,R
233,1029.349,1029.472,R
233,1029.349,1029.472,L
234,1031.321,1032.645,L
234,1031.321,1032.645,R
235,1038.396,1038.58,R
235,1038.396,1038.58,L
236,1039.51,1041.702,L
236,1039.51,1041.702,R
237,1045.235,1045.45,R
237,1045.235,1045.45,L
238,1046.663,1047.275,L
238,1046.663,1047.275,R
239,1049.684,1049.806,R
239,1049.684,1049.806,L
240,1056.3,1056.455,R
240,1056.3,1056.455,L
241,1061.365,1061.419,L
241,1061.365,1061.419,R
242,1062.039,1062.161,L
242,1062.039,1062.161,R
243,1069.873,1070.014,R
243,1069.873,1070.014,L
244,1076.717,1076.849,R
244,1076.717,1076.849,L
245,1085.965,1086.132,L
245,1085.965,1086.132,R
246,1090.678,1090.785,R
246,1090.678,1090.785,L
247,1095.034,1095.163,L
247,1095.034,1095.163,R
248,1100.24,1100.377,R
248,1100.24,1100.377,L
249,1104.772,1104.843,L
249,1104.772,1104.843,R
250,1111.955,1112.119,L
250,1111.955,1112.119,R
251,1117.258,1117.539,L
251,1117.258,1117.539,R
252,1125.02,1125.228,L
252,1125.02,1125.228,R
253,1125.324,1125.521,L
253,1125.324,1125.521,R
254,1125.605,1125.744,R
254,1125.605,1125.744,L
255,1129.147,1129.225,R
255,1129.147,1129.225,L
256,1133.291,1133.469,L
256,1133.291,1133.469,R
257,1137.621,1138.14,R
257,1137.621,1138.14,L
258,1142.628,1142.88,R
258,1142.628,1142.88,L
259,1148.211,1148.415,L
259,1148.211,1148.415,R
260,1153.455,1153.647,L
260,1153.455,1153.647,R
261,1161.919,1162.306,L
261,1161.919,1162.306,R
262,1166.486,1167.287,L
262,1166.486,1167.287,R
263,1167.628,1167.759,R
263,1167.628,1167.759,L
264,1173.946,1174.122,L
264,1173.946,1174.122,R
265,1174.288,1174.44,R
265,1174.288,1174.44,L
266,1174.983,1175.102,L
266,1174.983,1175.102,R
267,1182.685,1182.805,R
267,1182.685,1182.805,L
268,1187.48,1187.669,L
268,1187.48,1187.669,R
269,1192.839,1192.995,R
269,1192.839,1192.995,L
270,1198.212,1198.391,L
270,1198.212,1198.391,R
271,1212.64,1212.829,R
271,1212.64,1212.829,L
272,1216.721,1216.863,L
272,1216.721,1216.863,R
273,1224.369,1224.605,R
273,1224.369,1224.605,L
274,1228.089,1228.221,L
274,1228.089,1228.221,R
275,1236.028,1236.231,R
275,1236.028,1236.231,L
276,1245.331,1245.513,L
276,1245.331,1245.513,R
277,1246.368,1246.52,R
277,1246.368,1246.52,L
278,1249.247,1249.367,L
278,1249.247,1249.367,R
279,1250.482,1251.161,R
279,1250.482,1251.161,L
280,1252.639,1297.002,L
280,1252.639,1297.002,R
281,1304.684,1304.9,R
281,1304.684,1304.9,L
282,1306.598,1307.206,L
282,1306.598,1307.206,R
283,1308.271,1308.457,R
283,1308.271,1308.457,L
284,1311.499,1312.401,L
284,1311.499,1312.401,R
285,1313.305,1313.502,R
285,1313.305,1313.502,L
286,1316.061,1316.198,L
286,1316.061,1316.198,R
287,1317.075,1317.932,R
287,1317.075,1317.932,L
288,1321.068,1321.191,L
288,1321.068,1321.191,R
289,1333.411,1333.532,R
289,1333.411,1333.532,L
290,1340.01,1340.183,L
290,1340.01,1340.183,R
291,1348.076,1348.204,R
291,1348.076,1348.204,L
292,1349.946,1350.052,L
292,1349.946,1350.052,R
293,1355.979,1356.104,R
293,1355.979,1356.104,L
294,1363.93,1364.086,L
294,1363.93,1364.086,R
295,1367.912,1368.09,R
295,1367.912,1368.09,L
296,1385.612,1385.771,L
296,1385.612,1385.771,R
297,1388.896,1389.03,R
297,1388.896,1389.03,L
298,1392.847,1393.11,L
298,1392.847,1393.11,R
299,1396.684,1396.815,R
299,1396.684,1396.815,L
300,1404.624,1404.83,L
300,1404.624,1404.83,R
301,1412.336,1412.505,R
301,1412.336,1412.505,L
302,1412.711,1412.898,L
302,1412.711,1412.898,R
303,1413.19,1413.349,R
303,1413.19,1413.349,L
304,1416.73,1416.868,L
304,1416.73,1416.868,R
305,1423.266,1423.397,R
305,1423.266,1423.397,L
306,1426.3,1426.466,L
306,1426.3,1426.466,R
307,1431.252,1431.409,R
307,1431.252,1431.409,L
308,1446.487,1446.627,L
308,1446.487,1446.627,R
309,1449.544,1449.773,R
309,1449.544,1449.773,L
310,1450.169,1450.319,L
310,1450.169,1450.319,R
311,1455.21,1455.39,R
311,1455.21,1455.39,L
312,1464.507,1464.653,L
312,1464.507,1464.653,R
313,1469.421,1469.601,R
313,1469.421,1469.601,L
314,1473.724,1473.977,L
314,1473.724,1473.977,R
315,1479.208,1479.333,R
315,1479.208,1479.333,L
316,1488.945,1489.136,L
316,1488.945,1489.136,R
317,1489.624,1489.805,R
317,1489.624,1489.805,L
318,1490.13,1490.292,L
318,1490.13,1490.292,R
319,1490.465,1490.761,R
319,1490.465,1490.761,L
320,1491.013,1491.146,L
320,1491.013,1491.146,R
321,1492.362,1492.48,R
321,1492.362,1492.48,L
322,1494.231,1494.346,L
322,1494.231,1494.346,R
323,1494.444,1496.857,R
323,1494.444,1496.857,L
324,1497.917,1534.006,L
324,1497.917,1534.006,R
325,1534.609,1535.147,R
325,1534.609,1535.147,L
326,1536.042,1537.294,L
326,1536.042,1537.294,R
327,1539.34,1539.491,R
327,1539.34,1539.491,L
328,1545.383,1545.575,L
328,1545.383,1545.575,R
329,1547.269,1547.419,R
329,1547.269,1547.419,L
330,1548.075,1548.235,L
330,1548.075,1548.235,R
331,1548.385,1548.569,R
331,1548.385,1548.569,L
332,1549.25,1549.858,L
332,1549.25,1549.858,R
333,1550.682,1550.841,R
333,1550.682,1550.841,L
334,1551.057,1551.222,L
334,1551.057,1551.222,R
335,1551.287,1551.424,R
335,1551.287,1551.424,L
336,1555.089,1555.211,R
336,1555.089,1555.211,L
337,1559.446,1559.578,L
337,1559.446,1559.578,R
338,1563.624,1563.803,R
338,1563.624,1563.803,L
339,1570.275,1570.474,L
339,1570.275,1570.474,R
340,1573.441,1573.624,R
340,1573.441,1573.624,L
341,1584.034,1584.258,L
341,1584.034,1584.258,R
342,1587.239,1587.299,R
342,1587.239,1587.299,L
343,1587.553,1587.741,L
343,1587.553,1587.741,R
344,1599.809,1600.354,R
344,1599.809,1600.354,L
345,1604.025,1604.206,R
345,1604.025,1604.206,L
346,1610.345,1610.984,L
346,1610.345,1610.984,R
347,1611.536,1611.675,L
347,1611.536,1611.675,R
348,1614.294,1614.439,L
348,1614.294,1614.439,R
349,1622.21,1622.595,R
349,1622.21,1622.595,L
350,1629.805,1630.0,R
350,1629.805,1630.0,L
351,1633.275,1633.405,L
351,1633.275,1633.405,R
352,1637.514,1637.722,R
352,1637.514,1637.722,L
353,1641.831,1642.01,R
353,1641.831,1642.01,L
354,1649.313,1649.59,L
354,1649.313,1649.59,R
355,1656.634,1656.793,R
355,1656.634,1656.793,L
356,1660.179,1660.565,L
356,1660.179,1660.565,R
357,1670.099,1670.27,R
357,1670.099,1670.27,L
358,1675.78,1675.835,L
358,1675.78,1675.835,R
359,1679.326,1679.498,R
359,1679.326,1679.498,L
360,1691.58,1691.766,L
360,1691.58,1691.766,R
361,1695.356,1695.906,R
361,1695.356,1695.906,L
362,1699.06,1699.108,L
362,1699.06,1699.108,R
363,1702.894,1703.08,R
363,1702.894,1703.08,L
364,1706.17,1706.35,L
364,1706.17,1706.35,R
365,1709.963,1710.147,R
365,1709.963,1710.147,L
366,1712.506,1712.675,L
366,1712.506,1712.675,R
367,1713.288,1713.419,R
367,1713.288,1713.419,L
368,1714.104,1727.926,L
368,1714.104,1727.926,R
369,1728.245,1728.407,R
369,1728.245,1728.407,L
370,1729.015,1729.186,L
370,1729.015,1729.186,R
371,1730.095,1730.259,R
371,1730.095,1730.259,L
372,1731.019,1731.628,L
372,1731.019,1731.628,R
373,1731.81,1735.982,R
373,1731.81,1735.982,L
374,1736.819,1737.458,L
374,1736.819,1737.458,R
375,1738.087,1738.218,L
375,1738.087,1738.218,R
376,1739.045,1739.194,R
376,1739.045,1739.194,L
377,1740.049,1740.53,L
377,1740.049,1740.53,R
378,1741.008,1741.279,R
378,1741.008,1741.279,L
379,1741.665,1741.904,L
379,1741.665,1741.904,R
380,1742.632,1743.4,R
380,1742.632,1743.4,L
381,1743.883,1772.214,R
381,1743.883,1772.214,L
382,1772.938,1774.076,L
382,1772.938,1774.076,R
383,1775.384,1775.552,R
383,1775.384,1775.552,L
384,1775.978,1776.425,L
384,1775.978,1776.425,R
385,1783.207,1783.452,R
385,1783.207,1783.452,L
386,1785.248,1785.442,L
386,1785.248,1785.442,R
387,1787.26,1787.423,R
387,1787.26,1787.423,L
388,1789.082,1789.33,L
388,1789.082,1789.33,R
389,1790.225,1790.674,R
389,1790.225,1790.674,L
390,1791.881,1791.996,L
390,1791.881,1791.996,R
391,1792.268,1792.651,L
391,1792.268,1792.651,R
392,1794.111,1794.295,L
392,1794.111,1794.295,R
393,1795.051,1795.498,R
393,1795.051,1795.498,L
394,1796.08,1796.555,L
394,1796.08,1796.555,R
395,1797.787,1797.974,R
395,1797.787,1797.974,L
396,1799.484,1799.708,L
396,1799.484,1799.708,R
397,1809.506,1809.702,R
397,1809.506,1809.702,L
398,1822.856,1823.027,L
398,1822.856,1823.027,R
399,1827.329,1827.608,R
399,1827.329,1827.608,L
400,1827.895,1828.092,L
400,1827.895,1828.092,R
401,1830.232,1830.362,R
401,1830.232,1830.362,L
402,1840.326,1840.495,L
402,1840.326,1840.495,R
403,1843.259,1843.417,R
403,1843.259,1843.417,L
404,1847.57,1847.714,L
404,1847.57,1847.714,R
405,1857.475,1857.642,R
405,1857.475,1857.642,L
406,1860.956,1861.128,L
406,1860.956,1861.128,R
407,1864.402,1864.562,R
407,1864.402,1864.562,L
408,1867.129,1867.294,L
408,1867.129,1867.294,R
409,1871.37,1871.727,R
409,1871.37,1871.727,L
410,1878.352,1878.737,L
410,1878.352,1878.737,R
411,1881.533,1881.571,R
411,1881.533,1881.571,L
412,1885.515,1885.964,L
412,1885.515,1885.964,R
413,1890.872,1891.265,R
413,1890.872,1891.265,L
414,1894.903,1895.04,L
414,1894.903,1895.04,R
415,1898.378,1898.769,R
415,1898.378,1898.769,L
416,1901.334,1901.848,L
416,1901.334,1901.848,R
417,1905.913,1906.654,R
417,1905.913,1906.654,L
418,1909.979,1910.134,L
418,1909.979,1910.134,R
419,1912.68,1913.069,R
419,1912.68,1913.069,L
420,1916.997,1917.119,L
420,1916.997,1917.119,R
421,1935.109,1935.31,R
421,1935.109,1935.31,L
422,1943.376,1943.574,L
422,1943.376,1943.574,R
423,1951.284,1951.443,R
423,1951.284,1951.443,L
424,1955.179,1955.395,R
424,1955.179,1955.395,L
