,startTime,peakVelocityTime,stopTime,amplitude,peakVelocity,saccade_vec_left_x,peak_velocity_vec_left_x,saccade_vec_right_x,peak_velocity_vec_right_x,saccade_vec_left_y,peak_velocity_vec_left_y,saccade_vec_right_y,peak_velocity_vec_right_y,whichEye,otherEyeMissingData,isBinocular
7444,0.28,0.291,0.314,6.154841792542025,374.5683615280188,-6.056651085615158,-368.66412353515625,-6.192104257643223,-347.9410400390625,-1.095013752579689,-66.24365234375,-0.4319330155849457,-19.702606201171875,L,False,True
0,0.316,0.318,0.323,0.29053832598506163,38.23017242321043,0.286501407623291,37.605690002441406,0.21347284317016602,31.394317626953125,0.048264503479003906,6.8817267417907715,0.022866934537887573,3.441589117050171,L,False,True
7445,0.325,0.327,0.333,0.21163243669142856,24.291147374052365,-0.20862293243408203,-23.948705673217773,-0.2837557792663574,-25.960880279541016,-0.03556346893310547,-4.064398765563965,-0.02540770173072815,-2.3790857791900635,L,False,True
7446,0.462,0.476,0.507,11.696285285771435,521.0862772965298,-11.652319431304932,-517.1143798828125,-11.113968849182129,-430.3912048339844,-1.0131837725639343,-64.21546936035156,-3.3341616839170456,-84.4313735961914,L,False,True
1,0.509,0.512,0.516,0.3028301152215656,37.93373256746406,0.302734375,37.923057556152344,0.28267669677734375,34.29328155517578,-0.007614254951477051,-0.8998733758926392,0.11138606071472168,13.486106872558594,L,False,True
7447,0.518,0.521,0.527,0.3166675594452409,34.48455802117378,-0.3165760040283203,-34.478065490722656,-0.37285614013671875,-39.08500289916992,0.007614254951477051,0.6691352128982544,-0.205031156539917,-22.781654357910156,L,False,True
2,0.679,0.689,0.699,1.3672790515838165,112.5013696670055,1.366598129272461,112.44002532958984,1.3313026428222656,98.93270111083984,-0.04314577579498291,-3.71468448638916,0.6510040760040283,51.16671371459961,L,False,True
7448,0.701,0.704,0.708,0.20392331332505792,24.48060517934967,-0.2037811279296875,-24.466510772705078,-0.33279991149902344,-41.73681640625,-0.007613778114318848,-0.8305904865264893,-0.13685321807861328,-17.69403076171875,L,False,True
3,0.805,0.816,0.842,3.5952203700796623,242.80134217716105,3.5869531631469727,242.2953338623047,3.5254039764404297,234.27072143554688,0.24367296695709229,15.667257308959961,1.3901417255401611,93.69482421875,L,False,True
4,0.844,0.849,0.853,0.19436909837767488,20.212661994124637,0.1937713623046875,20.148000717163086,0.11365509033203125,10.99184799194336,0.015231728553771973,1.6154788732528687,0.04570162296295166,4.362427234649658,L,False,True
5,0.942,0.954,0.966,3.2357006108459343,251.4168320155306,3.2046899795532227,249.22193908691406,3.2774038314819336,267.7657165527344,0.4469010829925537,33.14888381958008,0.7289035320281982,61.30620193481445,L,False,True
6,0.976,0.981,0.992,0.382321546828699,27.771878703713455,0.3795785903930664,27.574926376342773,0.23559093475341797,19.662046432495117,0.04571497440338135,3.3016180992126465,0.040647149085998535,3.0485401153564453,L,False,True
7,1.111,1.123,1.157,5.363878590213584,270.5482028640536,5.340246677398682,268.9287414550781,5.40242862701416,281.2668762207031,0.5029502511024475,29.557775497436523,0.312495619058609,24.713987350463867,L,False,True
8,1.274,1.286,1.317,3.7172989858556513,241.74114964143303,3.7163535356521606,241.71290588378906,3.962704300880432,243.39471435546875,-0.08383405208587646,-3.6952075958251953,-0.42173242568969727,-22.93501853942871,L,False,True
9,1.446,1.457,1.483,4.238253842355913,212.42575091397282,4.197082757949829,209.38424682617188,4.245148241519928,219.10943603515625,-0.5893148183822632,-35.81810760498047,-1.1554023623466492,-55.50736618041992,L,False,True
10,1.496,1.5,1.507,0.24531526794518926,22.464181645494225,0.2448415756225586,22.37420082092285,0.040334224700927734,7.562033653259277,-0.015237569808959961,2.0086300373077393,0.005076050758361816,0.5076024532318115,L,False,True
12,1.651,1.665,1.691,6.391321321681098,272.2400211046136,6.110098361968994,262.2656555175781,6.2404255867004395,250.21273803710938,-1.8750163316726685,-73.01612854003906,-2.6561896800994873,-96.7009048461914,L,False,True
7451,1.693,1.696,1.7,0.2702524048046072,32.26791854701586,-0.25528526306152344,-30.28049659729004,-0.1441822052001953,-17.373289108276367,0.08868932723999023,11.149443626403809,0.12372350692749023,14.093523979187012,L,False,True
13,1.704,1.707,1.711,0.24741970228868784,31.079215062737273,0.18903255462646484,23.47885513305664,0.0928506851196289,10.818232536315918,-0.15963459014892578,-20.36322593688965,-0.06818294525146484,-8.677742004394531,L,False,True
11005,1.835,1.846,1.869,4.595694688045367,281.28270743165524,4.183764457702637,254.572998046875,4.548638343811035,235.41339111328125,-1.9017162322998047,-119.63507080078125,-3.6760520935058594,-165.1805419921875,L,False,True
