,startTime,stopTime,whichEye
0,6.505,6.641,L
0,6.505,6.641,R
1,7.532,7.676,R
1,7.532,7.676,L
2,10.969,11.159,L
2,10.969,11.159,R
3,12.581,12.642,R
3,12.581,12.642,L
4,12.896,13.063,L
4,12.896,13.063,R
5,24.447,25.257,R
5,24.447,25.257,L
6,27.094,27.116,R
6,27.094,27.116,L
7,27.123,27.794,L
7,27.123,27.794,R
8,29.158,29.581,L
8,29.158,29.581,R
9,29.756,33.485,R
9,29.756,33.485,L
10,38.077,38.136,L
10,38.077,38.136,R
11,38.562,38.722,R
11,38.562,38.722,L
12,39.033,39.623,L
12,39.033,39.623,R
13,39.772,41.593,R
13,39.772,41.593,L
14,43.118,43.142,L
14,43.118,43.142,R
15,43.641,43.905,R
15,43.641,43.905,L
16,44.554,47.177,L
16,44.554,47.177,R
17,47.515,48.288,R
17,47.515,48.288,L
18,48.862,49.185,L
18,48.862,49.185,R
19,50.056,50.127,R
19,50.056,50.127,L
20,53.396,53.519,L
20,53.396,53.519,R
21,61.566,61.752,R
21,61.566,61.752,L
22,62.519,64.207,R
22,62.519,64.207,L
23,64.418,64.632,L
23,64.418,64.632,R
24,72.078,72.13,R
24,72.078,72.13,L
25,72.213,72.31,L
25,72.213,72.31,R
26,72.536,72.604,R
26,72.536,72.604,L
27,74.458,74.545,L
27,74.458,74.545,R
28,76.615,77.091,R
28,76.615,77.091,L
29,78.172,78.266,L
29,78.172,78.266,R
30,79.971,81.29,R
30,79.971,81.29,L
31,84.922,85.533,L
31,84.922,85.533,R
32,89.02,89.049,R
32,89.02,89.049,L
33,89.704,89.747,L
33,89.704,89.747,R
34,90.614,90.865,R
34,90.614,90.865,L
35,91.797,93.061,L
35,91.797,93.061,R
36,93.108,93.301,R
36,93.108,93.301,L
37,95.093,95.95,L
37,95.093,95.95,R
38,99.436,99.628,L
38,99.436,99.628,R
39,102.215,102.269,R
39,102.215,102.269,L
40,102.374,102.463,L
40,102.374,102.463,R
41,108.22,109.568,R
41,108.22,109.568,L
42,111.735,111.903,L
42,111.735,111.903,R
43,112.718,113.748,L
43,112.718,113.748,R
44,114.159,114.307,L
44,114.159,114.307,R
45,114.431,114.579,R
45,114.431,114.579,L
