,startTime,peakVelocityTime,stopTime,amplitude,peakVelocity,saccade_vec_left_x,peak_velocity_vec_left_x,saccade_vec_right_x,peak_velocity_vec_right_x,saccade_vec_left_y,peak_velocity_vec_left_y,saccade_vec_right_y,peak_velocity_vec_right_y,whichEye,otherEyeMissingData,isBinocular
0,0.131,0.179,0.204,19.606565502529605,451.6512578657831,19.386438369750977,393.7622375488281,20.16172504425049,391.61474609375,-2.929747112095356,-221.22422790527344,-5.237964868545532,-218.1259307861328,L,False,True
1,0.213,0.219,0.251,1.0361386813831184,35.829914727457634,1.0303833484649658,35.05206298828125,-0.275526762008667,-3.5161850452423096,-0.10905742645263672,-7.425339698791504,-0.02537667751312256,0.5305633544921875,L,False,True
6461,0.389,0.398,0.408,2.279083041215509,195.55582627438008,-2.1402077674865723,-180.86013793945312,-1.984346866607666,-181.78330993652344,-0.7834093570709229,-74.3753433227539,-0.8117506504058838,-67.14813995361328,L,False,True
6462,0.675,0.69,0.719,8.751020129800402,356.4308204530711,-8.522976875305176,-341.69293212890625,-8.60233449935913,-323.12567138671875,-1.9847464561462402,-101.43406677246094,-2.3519930839538574,-73.77255249023438,L,False,True
6463,0.731,0.732,0.737,0.10563686738089913,14.62931285219177,-0.10257244110107422,-14.380492210388184,-0.04999542236328125,1.9699256420135498,0.02525949478149414,2.686677932739258,-0.15145492553710938,-18.313373565673828,L,False,True
4,0.966,0.979,1.008,5.644984610102384,271.97989669444235,5.624126434326172,268.3233642578125,6.038652420043945,295.17120361328125,-0.48482275009155273,-44.4481315612793,0.41904354095458984,30.068408966064453,L,False,True
5,1.212,1.225,1.248,7.072276579954283,304.7486458649858,7.072161078453064,304.5597229003906,7.041948080062866,291.64129638671875,0.04041910171508789,10.729042053222656,0.1187901496887207,1.930275559425354,L,False,True
6464,1.249,1.251,1.257,0.30112669562597416,37.913857367087246,-0.29959678649902344,-37.23060989379883,-0.1396324634552002,-15.763471603393555,-0.030315876007080078,-7.165351867675781,0.0530853271484375,6.733218669891357,L,False,True
7,1.442,1.452,1.474,3.187153176584563,225.53302046406304,3.1573954820632935,224.7237091064453,3.154869794845581,213.95864868164062,-0.4345102310180664,-19.089208602905273,-0.1238560676574707,-19.85751724243164,L,False,True
8,1.615,1.627,1.649,4.751655894710736,268.1210282246727,4.730395436286926,266.40869140625,4.654324412345886,246.91065979003906,-0.4489908218383789,-30.253841400146484,-0.32329797744750977,-34.543514251708984,L,False,True
