0.0678 	WARNING 	t of last frame was 8.33ms (=1/120)
0.1095 	EXP 	Input Frame Rate: 240.000 Hz
0.1095 	EXP 	Determined Frame Rate: 240.597 Hz
0.1373 	EXP 	subjectName: 'Sub_02'
0.1373 	EXP 	session: 1
0.1373 	EXP 	language: 'DE'
0.1374 	EXP 	nBlocks: 6
0.1374 	EXP 	nTrialsPerBlock: 40
0.1374 	EXP 	dominantEye: 'R'
0.1375 	EXP 	monitorRefreshRate: 240.
0.1376 	EXP 	monitorWidth: 59.6
0.1376 	EXP 	monitorDistance: 70.
0.1377 	EXP 	nTrialsTotal: 240
0.1377 	EXP 	nTrialsPractise: 25
0.1377 	EXP 	fixSize: 1.
0.1378 	EXP 	conditions: {'arrowDirection': ['L', 'R'], 'latency': [0, 50, 100, 200, 400]}
0.1378 	EXP 	holdGazeRadius: 2.5
0.1379 	EXP 	maxWaitTimeForResponseInSec: 2
0.1379 	EXP 	maxWaitTimeForSaccadeInSec: 5
0.1379 	EXP 	maskDuration: 0.5
0.1380 	EXP 	fixationJitterInSec: [0.2 0.4]
0.1381 	EXP 	postResponseBlankTime: 1.5
0.1381 	EXP 	nTrialsFeedback: 1
0.1381 	EXP 	keyMapping: ['left' 'right']
0.1382 	EXP 	targetSize: 1.
0.1382 	EXP 	scoreIncrement: 10
0.1383 	EXP 	maxContagCondRepeat: 3
0.1383 	EXP 	tagFlipScreen: True
0.1383 	EXP 	delTForVelocity: 5.
0.1384 	EXP 	velThreshold: 20
0.1384 	EXP 	velThresholdMax: 100
0.1384 	EXP 	staircaseStartPoint: 100
0.1385 	EXP 	staircaseStepSizeCorrect: 1
0.1385 	EXP 	staircaseStepSizeIncorrect: 3
0.1385 	EXP 	staircaseStepSizeInitial: 10
0.1386 	EXP 	qualityCheckDuration: 5
0.1386 	EXP 	screenWidthInPix: 1920
0.1386 	EXP 	screenHeightInPix: 1080
0.1387 	EXP 	Added new global key event: quitKey
0.2291 	EXP 	Removed global key event: 'quitKey'.
220.6186 	DATA 	Keypress: return
221.1484 	EXP 	Device response: <KeyPress from None: t=220.61700224876404, value=return, duration=None>
221.1485 	EXP 	Device response: <KeyPress from None: t=220.61700224876404, value=return, duration=0.07948160171508789>
221.2292 	EXP 	Device response: <KeyPress from None: t=221.22457575798035, value=return, duration=None>
221.2918 	EXP 	Device response: <KeyPress from None: t=221.22457575798035, value=return, duration=0.04791760444641113>
221.3617 	DATA 	Keypress: return
226.4255 	EXP 	Device response: <KeyPress from None: t=226.42459964752197, value=right, duration=None>
226.4913 	DATA 	Keypress: right
226.5528 	EXP 	Device response: <KeyPress from None: t=226.42459964752197, value=right, duration=0.12784385681152344>
227.1702 	EXP 	Device response: <KeyPress from None: t=227.16056966781616, value=right, duration=None>
227.2567 	DATA 	Keypress: right
227.2964 	EXP 	Device response: <KeyPress from None: t=227.16056966781616, value=right, duration=0.12796282768249512>
252.0886 	EXP 	Device response: <KeyPress from None: t=252.0883662700653, value=right, duration=None>
252.0980 	DATA 	Keypress: right
252.2168 	EXP 	Device response: <KeyPress from None: t=252.0883662700653, value=right, duration=0.1281602382659912>
253.2888 	EXP 	Device response: <KeyPress from None: t=253.28855347633362, value=left, duration=None>
253.2998 	DATA 	Keypress: left
253.4007 	EXP 	Device response: <KeyPress from None: t=253.28855347633362, value=left, duration=0.11196398735046387>
313.8326 	EXP 	Device response: <KeyPress from None: t=313.83244156837463, value=left, duration=None>
313.8461 	DATA 	Keypress: left
313.9608 	EXP 	Device response: <KeyPress from None: t=313.83244156837463, value=left, duration=0.12805604934692383>
326.0248 	EXP 	Device response: <KeyPress from None: t=326.0246043205261, value=left, duration=None>
326.0355 	DATA 	Keypress: left
326.1542 	EXP 	Device response: <KeyPress from None: t=326.0246043205261, value=left, duration=0.12800359725952148>
339.2829 	EXP 	Device response: <KeyPress from None: t=339.27260160446167, value=right, duration=None>
339.3211 	DATA 	Keypress: right
339.4189 	EXP 	Device response: <KeyPress from None: t=339.27260160446167, value=right, duration=0.14403414726257324>
340.4329 	EXP 	Device response: <KeyPress from None: t=340.4246587753296, value=right, duration=None>
340.5038 	DATA 	Keypress: right
340.5314 	EXP 	Device response: <KeyPress from None: t=340.4246587753296, value=right, duration=0.07989931106567383>
349.1607 	EXP 	Device response: <KeyPress from None: t=349.16052198410034, value=c, duration=None>
349.3288 	DATA 	Keypress: c
349.3366 	EXP 	Device response: <KeyPress from None: t=349.16052198410034, value=c, duration=0.09602737426757812>
412.8187 	EXP 	window1: units = 'norm'
412.8188 	EXP 	window1: units = 'pix'
435.9453 	EXP 	Device response: <KeyPress from None: t=435.9446783065796, value=escape, duration=None>
435.9760 	DATA 	Keypress: escape
435.9914 	EXP 	window1: units = 'norm'
435.9915 	EXP 	window1: units = 'pix'
435.9947 	EXP 	Added new global key event: quitKey
456.6806 	DATA 	Keypress: space
463.2566 	DATA 	Keypress: space
468.5686 	DATA 	Keypress: 3
477.0486 	DATA 	Keypress: 3
481.7206 	DATA 	Keypress: 3
502.7447 	DATA 	Keypress: e
515.8486 	DATA 	Keypress: e
517.8965 	DATA 	Keypress: e
523.4965 	DATA 	Keypress: 3
528.3125 	DATA 	Keypress: 3
537.7365 	DATA 	Keypress: space
537.7366 	EXP 	StartPractice
537.7432 	EXP 	Starting Trial Number 1
537.7454 	EXP 	fixationDurationInSec:0.322
537.7454 	EXP 	targetDistance:R
537.7454 	EXP 	blankDurationInFrameCount:100
537.7454 	EXP 	displacement:0.5000
537.7482 	EXP 	startFixDisplay
537.7523 	EXP 	startFixPeriod
538.0729 	EXP 	targetPresented
538.0812 	EXP 	blankDurationStart
538.4976 	EXP 	maskStart
538.9936 	EXP 	Device response: <KeyPress from None: t=435.9446783065796, value=escape, duration=0.11185073852539062>
538.9936 	EXP 	Device response: <KeyPress from None: t=456.68057203292847, value=space, duration=None>
538.9936 	EXP 	Device response: <KeyPress from None: t=456.68057203292847, value=space, duration=0.11195635795593262>
538.9936 	EXP 	Device response: <KeyPress from None: t=463.25655364990234, value=space, duration=None>
538.9936 	EXP 	Device response: <KeyPress from None: t=463.25655364990234, value=space, duration=0.12796306610107422>
538.9937 	EXP 	Device response: <KeyPress from None: t=468.56854581832886, value=3, duration=None>
538.9937 	EXP 	Device response: <KeyPress from None: t=468.56854581832886, value=3, duration=0.12796926498413086>
538.9937 	EXP 	Device response: <KeyPress from None: t=477.04856181144714, value=3, duration=None>
538.9937 	EXP 	Device response: <KeyPress from None: t=477.04856181144714, value=3, duration=0.09596109390258789>
