,startTime,peakVelocityTime,stopTime,amplitude,peakVelocity,saccade_vec_left_x,peak_velocity_vec_left_x,saccade_vec_right_x,peak_velocity_vec_right_x,saccade_vec_left_y,peak_velocity_vec_left_y,saccade_vec_right_y,peak_velocity_vec_right_y,whichEye,otherEyeMissingData,isBinocular
5926,0.2,0.21,0.236,4.576151352300794,207.50993516556733,-3.9490912556648254,-193.0125732421875,-3.840668201446533,-168.13963317871094,-2.3121071457862854,-76.20052337646484,-2.496228300035,-85.45832061767578,L,False,True
5927,0.293,0.305,0.319,4.583454874412921,324.3436742477728,-4.411773920059204,-295.1054992675781,-3.996596574783325,-253.4287109375,-1.2427024841308594,-134.57920837402344,-1.1424205303192139,-114.3166732788086,L,False,True
5928,0.412,0.432,0.445,7.033833421845429,423.46212451447855,-6.933570861816406,-421.1333923339844,-6.287317276000977,-259.9081115722656,-1.1833882331848145,-44.34903335571289,-1.0129430294036865,-43.05350112915039,L,False,True
5929,0.571,0.582,0.597,2.9200280131043184,194.87129841085888,-2.9058589935302734,-193.7322998046875,-3.052694320678711,-200.3965606689453,0.2873101234436035,21.038511276245117,-0.010082244873046875,11.63911247253418,L,False,True
8916,0.855,0.863,0.87,0.278956242496906,20.043251027574804,-0.07726097106933594,-3.3213090896606445,0.08986186981201172,6.191624641418457,-0.26804351806640625,-19.76615333557129,-0.2992124557495117,-17.30110740661621,L,False,True
5,0.973,0.989,1.013,7.226989325415236,339.86485868670377,7.183842658996582,339.23052978515625,6.905885696411133,335.625,-0.7885298728942871,-20.754995346069336,0.057763099670410156,6.1635942459106445,L,False,True
6,1.165,1.177,1.198,6.372697737047851,316.1354209143266,6.232361793518066,307.88336181640625,6.090542554855347,288.06964111328125,1.3300161361694336,71.75959777832031,0.09060907363891602,15.011795043945312,L,False,True
8,1.335,1.347,1.365,4.196393530456839,272.0203170496754,4.186901807785034,270.8095703125,4.2479774951934814,246.30764770507812,0.28208494186401367,25.63648796081543,-0.030244827270507812,5.75026273727417,L,False,True
10,1.523,1.54,1.555,5.842463766050978,284.5233035583381,5.841678977012634,284.4969787597656,6.308926224708557,311.10235595703125,0.09575796127319336,-3.8703157901763916,-0.9419970512390137,-71.40897369384766,L,False,True
5933,1.557,1.559,1.563,0.18399920995699645,23.619366309054186,-0.16775035858154297,-21.691059112548828,-0.04249000549316406,-1.9995180368423462,-0.07560110092163086,-9.347321510314941,-0.05531883239746094,-8.709253311157227,L,False,True
5934,1.813,1.823,1.843,2.505819856003968,144.4636787837349,-2.5057578086853027,-144.44090270996094,-2.715304374694824,-121.54803466796875,0.017633914947509766,2.5651729106903076,0.14367389678955078,2.795515537261963,L,False,True
11,1.986,2.008,2.025,9.32732650303637,395.5772743957511,9.322657108306885,395.55548095703125,9.356196880340576,379.6471252441406,0.29510021209716797,4.152288913726807,-1.0194029808044434,-57.156394958496094,L,False,True
5935,2.026,2.029,2.033,0.26878612273273594,32.92447536971143,-0.2687387466430664,-32.8522834777832,-0.1826610565185547,-18.744903564453125,0.005046367645263672,2.1791164875030518,-0.01507568359375,-3.3349175453186035,L,False,True
12,2.036,2.038,2.041,0.12645912323240271,15.515415908177452,0.12483787536621094,15.212536811828613,-0.05293083190917969,-8.507622718811035,-0.02018451690673828,-3.0507137775421143,0.025128841400146484,5.345314979553223,L,False,True
13,2.243,2.251,2.262,1.348905062446055,118.79352408399185,1.3471832275390625,118.12652587890625,1.375716209411621,111.24346160888672,-0.06813383102416992,-12.570809364318848,-0.13073396682739258,-16.958215713500977,L,False,True
5937,2.295,2.308,2.326,7.239936497956084,402.65145950052647,-7.234811305999756,-402.49755859375,-7.069965362548828,-355.06939697265625,-0.2723708152770996,11.13162899017334,0.8459091186523438,54.599849700927734,L,False,True
5938,2.467,2.478,2.497,2.752064844047449,206.71084274030528,-2.731832981109619,-203.96804809570312,-2.1216602325439453,-164.79864501953125,0.33309078216552734,33.5620002746582,0.6712427139282227,43.63335418701172,L,False,True
17,2.684,2.696,2.719,8.29336991755522,355.38946471956683,8.292484283447266,355.2901611328125,8.169572353363037,346.6948547363281,0.12119817733764648,8.400775909423828,-0.9739112854003906,-25.278608322143555,L,False,True
18,2.73,2.733,2.739,0.23725713893786848,28.278029057345652,0.22647476196289062,26.87621307373047,-0.11824417114257812,-13.293373107910156,-0.07071161270141602,-8.792957305908203,0.04285383224487305,0.7791154384613037,L,False,True
