,startTime,stopTime,whichEye
0,0.805,0.982,L
0,0.805,0.982,R
1,3.615,3.712,R
1,3.615,3.712,L
2,5.098,5.254,L
2,5.098,5.254,R
3,5.505,5.525,R
3,5.505,5.525,L
4,5.689,6.225,L
4,5.689,6.225,R
5,8.518,8.617,R
5,8.518,8.617,L
6,9.962,10.051,L
6,9.962,10.051,R
7,14.006,14.043,R
7,14.006,14.043,L
8,15.839,15.921,R
8,15.839,15.921,L
9,17.721,17.874,L
9,17.721,17.874,R
10,19.119,19.294,R
10,19.119,19.294,L
11,21.99,22.013,L
11,21.99,22.013,R
12,22.025,22.045,R
12,22.025,22.045,L
13,22.158,22.278,L
13,22.158,22.278,R
14,24.756,24.879,R
14,24.756,24.879,L
15,25.089,25.192,L
15,25.089,25.192,R
16,29.893,29.974,R
16,29.893,29.974,L
17,30.097,30.651,L
17,30.097,30.651,R
18,31.752,31.792,R
18,31.752,31.792,L
19,37.132,37.955,L
19,37.132,37.955,R
20,38.071,38.298,R
20,38.071,38.298,L
21,39.122,39.7,L
21,39.122,39.7,R
22,40.41,40.514,R
22,40.41,40.514,L
23,41.208,41.305,L
23,41.208,41.305,R
24,42.926,43.081,R
24,42.926,43.081,L
25,43.554,43.707,L
25,43.554,43.707,R
26,44.925,44.945,R
26,44.925,44.945,L
27,45.117,45.143,L
27,45.117,45.143,R
28,45.332,45.353,L
28,45.332,45.353,R
29,45.643,45.676,R
29,45.643,45.676,L
30,45.722,45.96,L
30,45.722,45.96,R
31,47.021,47.131,R
31,47.021,47.131,L
32,48.687,49.176,L
32,48.687,49.176,R
33,50.853,50.969,R
33,50.853,50.969,L
34,56.121,56.209,L
34,56.121,56.209,R
35,57.523,58.102,R
35,57.523,58.102,L
36,60.428,60.914,L
36,60.428,60.914,R
37,62.732,62.806,R
37,62.732,62.806,L
38,62.932,63.005,L
38,62.932,63.005,R
39,64.616,65.535,R
39,64.616,65.535,L
40,65.98,67.036,L
40,65.98,67.036,R
41,67.124,67.227,R
41,67.124,67.227,L
42,67.324,67.403,L
42,67.324,67.403,R
43,67.441,67.506,R
43,67.441,67.506,L
44,68.217,68.237,R
44,68.217,68.237,L
45,68.538,68.722,L
45,68.538,68.722,R
46,70.338,70.391,R
46,70.338,70.391,L
47,71.028,71.191,L
47,71.028,71.191,R
48,71.978,72.113,R
48,71.978,72.113,L
49,77.634,77.723,L
49,77.634,77.723,R
50,80.75,80.856,R
50,80.75,80.856,L
51,149.913,149.96,L
51,149.913,149.96,R
52,161.808,162.438,R
52,161.808,162.438,L
53,164.468,164.592,L
53,164.468,164.592,R
54,169.755,169.774,R
54,169.755,169.774,L
55,238.946,239.14,L
55,238.946,239.14,R
56,292.138,292.855,R
56,292.138,292.855,L
57,303.73,303.954,L
57,303.73,303.954,R
58,305.831,306.013,R
58,305.831,306.013,L
59,331.723,331.937,L
59,331.723,331.937,R
60,340.012,340.17,L
60,340.012,340.17,R
61,347.68,347.823,R
61,347.68,347.823,L
62,350.253,351.571,L
62,350.253,351.571,R
63,352.94,353.115,R
63,352.94,353.115,L
64,361.275,361.451,R
64,361.275,361.451,L
65,364.58,364.754,L
65,364.58,364.754,R
66,390.444,390.724,R
66,390.444,390.724,L
67,396.038,396.178,L
67,396.038,396.178,R
68,396.915,397.032,R
68,396.915,397.032,L
