,startTime,stopTime,whichEye
0,0.032,0.068,L
0,0.032,0.068,R
1,0.412,0.555,R
1,0.412,0.555,L
2,1.308,1.456,R
2,1.308,1.456,L
3,2.051,2.772,L
3,2.051,2.772,R
4,3.158,3.381,R
4,3.158,3.381,L
5,3.733,3.814,L
5,3.733,3.814,R
6,5.229,5.373,R
6,5.229,5.373,L
7,6.426,6.56,L
7,6.426,6.56,R
8,7.185,7.26,R
8,7.185,7.26,L
9,8.131,8.227,R
9,8.131,8.227,L
10,8.807,8.975,L
10,8.807,8.975,R
11,9.649,10.11,R
11,9.649,10.11,L
12,12.325,12.491,R
12,12.325,12.491,L
13,15.706,15.895,L
13,15.706,15.895,R
14,17.303,17.656,R
14,17.303,17.656,L
15,18.913,19.062,L
15,18.913,19.062,R
16,19.744,19.935,L
16,19.744,19.935,R
17,20.907,21.075,R
17,20.907,21.075,L
18,21.334,21.452,L
18,21.334,21.452,R
19,23.197,23.485,R
19,23.197,23.485,L
20,25.138,25.293,L
20,25.138,25.293,R
21,26.967,27.086,R
21,26.967,27.086,L
22,27.789,27.936,L
22,27.789,27.936,R
23,30.403,30.586,R
23,30.403,30.586,L
24,30.75,30.808,L
24,30.75,30.808,R
25,31.811,31.948,R
25,31.811,31.948,L
26,33.245,33.439,L
26,33.245,33.439,R
27,35.416,35.573,R
27,35.416,35.573,L
28,37.044,37.173,L
28,37.044,37.173,R
29,37.697,37.836,R
29,37.697,37.836,L
30,39.319,43.315,L
30,39.319,43.315,R
31,43.433,43.517,R
31,43.433,43.517,L
32,44.009,44.213,L
32,44.009,44.213,R
33,44.362,44.519,R
33,44.362,44.519,L
34,47.043,47.456,L
34,47.043,47.456,R
35,48.204,48.392,R
35,48.204,48.392,L
36,48.558,48.679,L
36,48.558,48.679,R
37,49.33,49.417,R
37,49.33,49.417,L
38,49.721,49.999,L
38,49.721,49.999,R
39,50.105,50.228,R
39,50.105,50.228,L
40,51.476,51.638,L
40,51.476,51.638,R
41,52.757,54.227,R
41,52.757,54.227,L
42,55.678,55.741,L
42,55.678,55.741,R
43,55.813,55.937,R
43,55.813,55.937,L
44,56.97,57.048,L
44,56.97,57.048,R
45,57.742,57.848,R
45,57.742,57.848,L
46,58.693,58.804,L
46,58.693,58.804,R
47,58.964,59.11,R
47,58.964,59.11,L
48,60.77,60.903,L
48,60.77,60.903,R
49,62.308,62.442,R
49,62.308,62.442,L
50,63.69,63.848,L
50,63.69,63.848,R
51,64.662,64.752,R
51,64.662,64.752,L
52,65.831,65.928,L
52,65.831,65.928,R
53,67.304,67.56,R
53,67.304,67.56,L
54,67.643,68.128,L
54,67.643,68.128,R
55,69.831,69.941,R
55,69.831,69.941,L
56,70.986,71.106,L
56,70.986,71.106,R
57,72.48,72.648,R
57,72.48,72.648,L
58,72.843,73.07,R
58,72.843,73.07,L
59,74.132,75.746,L
59,74.132,75.746,R
60,76.679,76.824,L
60,76.679,76.824,R
61,77.14,77.68,R
61,77.14,77.68,L
62,78.217,78.54,L
62,78.217,78.54,R
63,78.749,78.883,R
63,78.749,78.883,L
64,81.011,81.178,R
64,81.011,81.178,L
65,82.127,82.509,L
65,82.127,82.509,R
66,82.621,82.851,R
66,82.621,82.851,L
67,84.705,84.858,L
67,84.705,84.858,R
68,86.685,86.801,R
68,86.685,86.801,L
69,88.038,88.415,L
69,88.038,88.415,R
70,88.626,88.792,L
70,88.626,88.792,R
71,90.457,90.632,R
71,90.457,90.632,L
72,92.565,92.702,L
72,92.565,92.702,R
73,98.25,98.367,R
73,98.25,98.367,L
74,99.893,100.002,L
74,99.893,100.002,R
75,104.778,104.907,R
75,104.778,104.907,L
76,106.531,106.639,L
76,106.531,106.639,R
77,110.411,110.584,R
77,110.411,110.584,L
78,113.752,113.933,L
78,113.752,113.933,R
79,117.73,117.9,R
79,117.73,117.9,L
80,120.981,121.186,L
80,120.981,121.186,R
81,124.398,124.548,R
81,124.398,124.548,L
82,127.552,127.698,L
82,127.552,127.698,R
83,130.813,130.976,R
83,130.813,130.976,L
84,133.754,133.891,L
84,133.754,133.891,R
85,136.959,137.1,R
85,136.959,137.1,L
86,139.919,140.096,L
86,139.919,140.096,R
87,142.942,143.081,R
87,142.942,143.081,L
88,146.009,146.143,L
88,146.009,146.143,R
89,151.801,151.933,R
89,151.801,151.933,L
90,155.129,155.252,L
90,155.129,155.252,R
91,158.166,158.332,R
91,158.166,158.332,L
92,164.831,165.01,L
92,164.831,165.01,R
93,168.255,168.461,R
93,168.255,168.461,L
94,171.553,171.737,L
94,171.553,171.737,R
95,174.905,175.11,R
95,174.905,175.11,L
96,177.552,177.639,R
96,177.552,177.639,L
97,178.179,178.336,L
97,178.179,178.336,R
98,179.367,179.503,R
98,179.367,179.503,L
99,179.675,179.823,L
99,179.675,179.823,R
100,180.904,181.042,R
100,180.904,181.042,L
101,182.917,183.021,L
101,182.917,183.021,R
102,184.276,184.354,R
102,184.276,184.354,L
103,184.487,185.242,L
103,184.487,185.242,R
104,185.85,186.043,R
104,185.85,186.043,L
105,186.766,187.011,L
105,186.766,187.011,R
106,188.623,188.693,R
106,188.623,188.693,L
107,188.858,189.118,L
107,188.858,189.118,R
108,190.614,190.728,L
108,190.614,190.728,R
109,195.788,195.975,R
109,195.788,195.975,L
110,198.783,198.889,R
110,198.783,198.889,L
111,199.352,199.463,L
111,199.352,199.463,R
112,200.535,200.647,R
112,200.535,200.647,L
113,201.785,201.911,L
113,201.785,201.911,R
114,203.056,203.208,R
114,203.056,203.208,L
115,203.95,204.102,L
115,203.95,204.102,R
116,205.13,205.285,R
116,205.13,205.285,L
117,206.543,206.707,L
117,206.543,206.707,R
118,207.755,207.91,R
118,207.755,207.91,L
119,208.495,208.707,L
119,208.495,208.707,R
120,210.534,210.694,R
120,210.534,210.694,L
121,211.672,211.833,L
121,211.672,211.833,R
122,212.918,213.068,R
122,212.918,213.068,L
123,214.135,214.316,L
123,214.135,214.316,R
124,214.425,214.594,R
124,214.425,214.594,L
125,216.051,216.172,L
125,216.051,216.172,R
126,219.577,219.714,R
126,219.577,219.714,L
127,223.601,223.772,L
127,223.601,223.772,R
128,223.948,224.161,L
128,223.948,224.161,R
129,229.406,229.597,R
129,229.406,229.597,L
130,232.906,233.051,L
130,232.906,233.051,R
131,234.441,234.579,R
131,234.441,234.579,L
132,237.576,237.748,L
132,237.576,237.748,R
133,241.396,241.59,R
133,241.396,241.59,L
134,244.153,244.313,L
134,244.153,244.313,R
135,246.945,247.116,R
135,246.945,247.116,L
136,250.16,250.446,L
136,250.16,250.446,R
137,255.165,255.367,R
137,255.165,255.367,L
138,258.913,259.167,L
138,258.913,259.167,R
139,262.967,263.097,R
139,262.967,263.097,L
140,263.895,264.104,L
140,263.895,264.104,R
141,267.717,267.883,R
141,267.717,267.883,L
142,268.161,268.342,L
142,268.161,268.342,R
143,273.331,273.532,R
143,273.331,273.532,L
144,277.039,277.177,L
144,277.039,277.177,R
145,278.911,279.066,R
145,278.911,279.066,L
146,280.975,281.175,L
146,280.975,281.175,R
147,284.928,285.119,R
147,284.928,285.119,L
148,288.967,289.202,L
148,288.967,289.202,R
149,291.945,292.095,R
149,291.945,292.095,L
150,293.333,293.55,R
150,293.333,293.55,L
151,296.921,297.12,L
151,296.921,297.12,R
152,300.581,300.778,R
152,300.581,300.778,L
153,301.924,302.118,L
153,301.924,302.118,R
154,305.082,305.383,R
154,305.082,305.383,L
155,308.745,308.933,L
155,308.745,308.933,R
156,312.477,312.678,L
156,312.477,312.678,R
157,316.0,316.246,R
157,316.0,316.246,L
158,321.484,321.687,R
158,321.484,321.687,L
159,325.612,325.783,L
159,325.612,325.783,R
160,329.507,329.706,R
160,329.507,329.706,L
161,332.902,333.163,L
161,332.902,333.163,R
162,336.377,336.591,R
