,startTime,peakVelocityTime,stopTime,amplitude,peakVelocity,saccade_vec_left_x,peak_velocity_vec_left_x,saccade_vec_right_x,peak_velocity_vec_right_x,saccade_vec_left_y,peak_velocity_vec_left_y,saccade_vec_right_y,peak_velocity_vec_right_y,whichEye,otherEyeMissingData,isBinocular
2,0.618,0.618,0.623,0.096338398694772,12.865791916381786,0.08966636657714844,10.231019020080566,0.03319740295410156,3.211679458618164,-0.03522825241088867,-7.800951957702637,0.11875057220458984,8.544392585754395,L,False,True
3,0.798,0.815,0.836,4.598014722099267,193.70749024515385,4.525307655334473,187.7372283935547,4.256414413452148,160.35202026367188,0.814450740814209,47.7213249206543,-0.09096002578735352,-3.4453797340393066,L,False,True
4,1.106,1.121,1.146,6.452271380454645,261.89384637818864,6.443380355834961,255.2806854248047,6.3916707038879395,298.6802062988281,0.3386082649230957,58.482120513916016,-0.5631256103515625,-36.784847259521484,L,False,True
5,1.152,1.154,1.159,0.11876344680786133,14.791219113914378,0.11876344680786133,14.724637031555176,0.010102272033691406,-0.8724618554115295,0.0,-1.4018656015396118,0.03785371780395508,4.5882887840271,L,False,True
6516,1.282,1.287,1.29,0.11586347110423435,11.104119407248092,-0.07836294174194336,-9.858516693115234,-0.10859394073486328,-10.813289642333984,0.10624575614929199,13.039475440979004,0.04039430618286133,2.5247247219085693,R,True,False
7,1.743,1.76,1.782,7.026938346389133,301.9578503148101,6.958201885223389,297.6217346191406,7.032778263092041,295.4455871582031,-0.9804534912109375,-50.98868942260742,-0.47702980041503906,-54.654991149902344,L,False,True
4437,2.795,2.803,2.811,0.770963629634753,66.0683487857507,0.18800264596939087,14.111742973327637,-0.015241861343383789,1.0854178667068481,0.7476897239685059,64.54367065429688,0.0025277137756347656,-10.8883638381958,L,False,True
7852,3.629,3.631,3.633,0.1038957459329321,13.26759055350697,-0.08764076232910156,-10.9329833984375,-0.012106895446777344,-1.7169826030731201,0.05579805374145508,7.516570568084717,0.05834817886352539,9.340373992919922,L,False,True
4441,3.714,3.717,3.719,0.13816054635309724,18.333376004660167,-0.0413970947265625,-3.9402806758880615,0.1090993881225586,27.24643898010254,0.13181281089782715,17.904939651489258,-0.7864420413970947,-77.92378997802734,L,True,False
17,3.878,3.881,3.886,0.1279396581051284,15.392007227929541,0.1279144287109375,14.295720100402832,0.012584209442138672,1.899073839187622,-0.002540677785873413,5.704934120178223,-0.13719335198402405,-14.273712158203125,L,False,True
18,3.891,3.894,3.898,0.10588225877636401,11.845896830365616,0.1053934097290039,11.816678047180176,0.0,-1.2813136577606201,0.010162770748138428,0.8314996361732483,0.06351494789123535,6.443863868713379,L,False,True
4444,3.984,3.986,3.992,0.15099238703077061,16.51757637600522,0.04272031784057617,6.7847819328308105,-0.0025177001953125,-2.3345372676849365,0.14482291042804718,15.059782981872559,-0.020325273275375366,3.6493284702301025,L,False,True
4446,4.05,4.056,4.061,0.21520403281299474,19.731478473291503,0.027654647827148438,4.27357292175293,-0.01762676239013672,-2.678415536880493,0.21341976523399353,19.263120651245117,0.11941066384315491,16.768342971801758,L,False,True
20,4.117,4.134,4.178,21.32323870587402,512.758417519668,12.936793804168701,338.4310302734375,11.762132167816162,373.27117919921875,16.950512528419495,385.20855712890625,17.15785464644432,352.2623291015625,L,False,True
4448,4.19,4.194,4.2,0.3339800764179334,34.25081483264901,0.04754972457885742,3.913245439529419,-0.1355891227722168,-11.139148712158203,0.3305778503417969,34.02653121948242,0.2327861785888672,22.353166580200195,L,False,True
11244,4.204,4.207,4.212,0.19511584153837058,21.558261408673893,-0.08510494232177734,-10.854249000549316,-0.0025119781494140625,-1.6211961507797241,-0.17557716369628906,-18.62643051147461,-0.18848037719726562,-17.828907012939453,L,False,True
4449,4.383,4.395,4.424,9.867730315755244,367.29119554376564,9.640002727508545,350.7333068847656,9.68913984298706,327.75262451171875,2.1077117919921875,109.03655242919922,2.0319442749023438,50.10615158081055,L,False,True
11245,4.791,4.8,4.82,2.0500439809864353,125.02708849489926,-0.23176002502441406,-5.649331092834473,0.4713878631591797,19.543237686157227,-2.0369014739990234,-124.8993911743164,-1.494842529296875,-90.05006408691406,L,False,True
23,5.023,5.036,5.065,8.703712960910508,302.47310027849886,7.862016677856445,254.83116149902344,7.46669864654541,222.90846252441406,-3.734074592590332,-162.9449462890625,-3.118741035461426,-136.24412536621094,L,False,True
7863,5.736,5.753,5.78,13.337032486621144,470.4235692718412,-12.867891550064087,-460.1190490722656,-13.006081461906433,-397.2859191894531,3.5062519311904907,97.92239379882812,2.8138484954833984,95.90648651123047,L,False,True
7864,5.79,5.792,5.797,0.1433070459605353,17.694015264786984,-0.14220046997070312,-17.036602020263672,-0.10161417722702026,-10.738871574401855,0.017774581909179688,4.778322696685791,0.1294112205505371,12.525702476501465,L,False,True
7865,5.97,5.985,6.013,11.55871815145192,454.07053583567654,-11.190736472606659,-437.9565734863281,-11.211476981639862,-435.3804626464844,2.893334150314331,119.89199829101562,2.9363311529159546,149.48194885253906,L,False,True
28,6.246,6.256,6.279,2.105747763136581,140.36533446086617,2.07102108001709,138.54180908203125,2.4388113021850586,167.91400146484375,0.3808481693267822,22.552034378051758,0.5332447290420532,26.202722549438477,L,False,True
11252,7.036,7.049,7.073,3.4788905326849964,164.33281289341645,3.3401973247528076,162.1637420654297,3.641891360282898,180.198974609375,-0.9725025296211243,-26.61191749572754,-1.1148506999015808,-45.45703125,L,False,True
7870,7.389,7.401,7.427,3.2099396414908807,180.71582283632043,-3.1514177322387695,-179.58575439453125,-2.6726322174072266,-160.54225158691406,0.6101465225219727,20.178340911865234,0.5075740814208984,35.07759475708008,L,False,True
7871,7.587,7.598,7.616,1.5314749671977375,97.44895457139334,-1.5255813598632812,-97.3114013671875,-1.7978029251098633,-122.34673309326172,0.13422775268554688,5.175897121429443,-0.12455368041992188,-12.572044372558594,L,False,True
34,7.78,7.794,7.824,5.299020879078894,206.0141699790601,5.251598358154297,202.99365234375,5.578407287597656,248.08029174804688,-0.7073450088500977,-35.148475646972656,-0.07467174530029297,-14.66660213470459,L,False,True
35,7.976,7.99,8.018,5.888781922172089,272.8146960677555,5.802182197570801,266.3798828125,5.915400505065918,306.27099609375,1.0061979293823242,58.90345001220703,-0.03485298156738281,-3.10294508934021,L,False,True
4467,8.595,8.617,8.638,8.041345080211032,279.97103087461477,-0.06606008112430573,-0.8545978665351868,0.31505508068948984,15.198439598083496,8.041073732078075,279.9697265625,7.400916814804077,238.0852508544922,L,False,True
4468,8.646,8.656,8.66,0.294957174366454,20.46663831270937,-0.08638650923967361,-1.01631498336792,0.010163179133087397,-1.8478503227233887,0.28202323615550995,20.441389083862305,0.29976755380630493,14.942737579345703,L,False,True
11256,8.664,8.668,8.672,0.18608274124897337,18.995511786186118,0.10671266913414001,10.717470169067383,0.01270397286862135,3.4647202491760254,-0.15244406461715698,-15.683280944824219,-0.12956398725509644,-14.48061752319336,L,False,True
7876,8.686,8.689,8.692,0.09738134163863767,11.78150921862674,-0.0965491533279419,-11.756826400756836,-0.002540794899687171,0.06929440796375275,0.012703806161880493,0.7622286081314087,-0.017783284187316895,-2.263353109359741,L,False,True
41,8.703,8.706,8.712,0.1875528951395695,20.071299281286425,0.15244586765766144,16.399505615234375,-0.00508158840239048,1.8478500843048096,-0.10925358533859253,-11.572090148925781,0.08129262924194336,3.302480459213257,L,False,True
4470,8.752,8.753,8.757,0.12550481458694474,17.133492273453463,0.04573346674442291,9.978238105773926,0.030489444732666016,4.504123210906982,0.11687561124563217,13.92807674407959,-0.11178183555603027,-12.217510223388672,L,False,True
7878,9.026,9.027,9.03,0.10058191197767258,15.28236058830524,-0.0825800895690918,-11.306222915649414,-0.010005950927734375,-2.45595383644104,-0.05742168426513672,-10.28201675415039,-0.1594991683959961,-16.334440231323242,L,False,True
47,9.245,9.254,9.271,1.8513744449793863,135.03432498350506,1.8361806869506836,131.93896484375,1.6400575637817383,116.23198699951172,-0.23670196533203125,-28.74679946899414,-0.32344722747802734,-23.145156860351562,L,False,True
48,9.419,9.431,9.456,5.701786288029591,253.58309081114984,5.698969841003418,253.44546508789062,5.356247901916504,245.4686737060547,-0.17919158935546875,8.353452682495117,0.21167945861816406,21.335079193115234,L,False,True
50,9.591,9.593,9.596,0.1673875082561208,20.440572975786313,0.16422653198242188,20.079259872436523,-0.023921966552734375,-2.47914719581604,0.03237628936767578,3.826270580291748,0.14483976364135742,14.212018013000488,L,False,True
4474,9.601,9.613,9.628,0.8918551021619959,42.54196747357381,-0.20245647430419922,-3.5680992603302,0.22466087341308594,7.667569637298584,0.8685717582702637,42.39207077026367,0.17491865158081055,17.08961296081543,L,False,True
54,10.127,10.138,10.155,0.5444328094646357,27.39494465744896,0.44964879751205444,20.76155662536621,0.050815582275390625,1.2934836149215698,-0.3069577217102051,-17.872905731201172,-0.11148977279663086,-2.6029789447784424,L,True,False
11265,10.195,10.2,10.205,0.22346633424895593,24.936310654065135,-0.012703627347946167,-2.610013484954834,0.1117943748831749,11.202532768249512,-0.22310495376586914,-24.79934310913086,0.03293251991271973,5.158773899078369,L,False,True
11266,10.229,10.231,10.236,0.13445303424538246,16.45484447643882,-0.005081489682197571,-0.023099806159734726,-0.03048953623510897,-7.460694789886475,-0.13435697555541992,-16.4548282623291,0.08610701560974121,3.4303669929504395,L,False,True
4476,10.247,10.257,10.279,3.092994645373769,165.93377553040656,-0.1880139261484146,-28.664138793945312,-0.04065266624093056,-2.563892126083374,3.087274953722954,163.43923950195312,3.1164451092481613,151.09698486328125,L,False,True
4477,10.281,10.286,10.291,0.18491365708554172,20.129690910480324,-0.04065072536468506,-0.6929097175598145,0.04827504977583885,-5.543546676635742,0.18039007484912872,20.117761611938477,0.12195756658911705,14.29765510559082,L,False,True
7885,10.499,10.501,10.503,0.09536411303527795,14.105489286077535,-0.07113909721374512,-10.370598793029785,-0.0279482901096344,-3.2105889320373535,0.06351017951965332,9.561145782470703,0.04319314658641815,5.728291988372803,L,False,True
7887,10.621,10.625,10.629,0.17693592336957326,21.143180907627965,-0.17022526264190674,-20.57944679260254,-0.05843782424926758,-8.15357780456543,0.04826676845550537,4.849790573120117,0.045733362436294556,3.141280174255371,L,False,True
