,startTime,stopTime,whichEye
0,10.473,10.651,L
0,10.473,10.651,R
1,11.142,11.362,R
1,11.142,11.362,L
2,13.071,13.312,L
2,13.071,13.312,R
3,13.794,14.642,R
3,13.794,14.642,L
4,14.755,15.121,L
4,14.755,15.121,R
5,18.044,21.078,R
5,18.044,21.078,L
6,22.517,23.787,L
6,22.517,23.787,R
7,24.622,24.835,R
7,24.622,24.835,L
8,25.915,26.47,L
8,25.915,26.47,R
9,27.068,27.474,R
9,27.068,27.474,L
10,27.782,28.215,L
10,27.782,28.215,R
11,28.793,29.726,R
11,28.793,29.726,L
12,29.804,30.105,L
12,29.804,30.105,R
13,30.733,31.166,R
13,30.733,31.166,L
14,31.46,31.577,L
14,31.46,31.577,R
15,31.632,32.562,R
15,31.632,32.562,L
16,33.292,33.311,L
16,33.292,33.311,R
17,33.408,33.513,R
17,33.408,33.513,L
18,33.577,33.648,L
18,33.577,33.648,R
19,34.549,35.046,R
19,34.549,35.046,L
20,35.267,35.287,L
20,35.267,35.287,R
21,35.44,35.726,R
21,35.44,35.726,L
22,36.085,38.074,L
22,36.085,38.074,R
23,38.378,38.689,R
23,38.378,38.689,L
24,40.774,41.111,L
24,40.774,41.111,R
25,42.822,43.585,R
25,42.822,43.585,L
26,45.954,54.693,L
26,45.954,54.693,R
27,54.907,56.561,R
27,54.907,56.561,L
28,56.618,57.234,L
28,56.618,57.234,R
29,57.307,57.72,R
29,57.307,57.72,L
30,57.902,57.931,L
30,57.902,57.931,R
31,58.035,59.05,R
31,58.035,59.05,L
32,59.384,59.434,L
32,59.384,59.434,R
33,61.405,61.738,R
33,61.405,61.738,L
34,62.321,63.464,L
34,62.321,63.464,R
35,63.724,63.82,R
35,63.724,63.82,L
36,66.283,66.812,R
36,66.283,66.812,L
37,67.122,67.774,L
37,67.122,67.774,R
38,68.344,68.454,R
38,68.344,68.454,L
39,68.86,70.943,L
39,68.86,70.943,R
40,71.402,71.441,L
40,71.402,71.441,R
41,73.483,73.728,L
41,73.483,73.728,R
42,73.805,74.306,R
42,73.805,74.306,L
43,76.766,77.045,L
43,76.766,77.045,R
44,78.557,78.808,R
44,78.557,78.808,L
45,81.511,81.928,L
45,81.511,81.928,R
46,85.167,85.577,R
46,85.167,85.577,L
47,87.61,88.323,L
47,87.61,88.323,R
48,88.376,93.86,R
48,88.376,93.86,L
49,94.059,94.107,L
49,94.059,94.107,R
50,94.149,94.394,R
50,94.149,94.394,L
51,94.706,95.778,L
51,94.706,95.778,R
52,95.813,95.995,R
52,95.813,95.995,L
53,96.468,97.648,L
53,96.468,97.648,R
54,98.55,98.692,R
54,98.55,98.692,L
55,99.102,99.623,L
55,99.102,99.623,R
56,100.551,101.154,R
56,100.551,101.154,L
57,101.406,101.531,L
57,101.406,101.531,R
58,101.569,101.653,R
58,101.569,101.653,L
59,102.187,102.269,L
59,102.187,102.269,R
60,102.293,102.591,L
60,102.293,102.591,R
61,103.381,103.498,R
61,103.381,103.498,L
62,103.541,104.458,L
62,103.541,104.458,R
63,104.645,105.165,R
63,104.645,105.165,L
64,105.386,105.869,R
64,105.386,105.869,L
65,105.968,106.049,L
65,105.968,106.049,R
66,106.563,106.634,L
66,106.563,106.634,R
67,107.734,109.74,R
67,107.734,109.74,L
68,110.105,110.129,R
68,110.105,110.129,L
69,112.524,112.83,L
69,112.524,112.83,R
70,115.04,120.141,R
70,115.04,120.141,L
71,120.658,120.815,L
71,120.658,120.815,R
72,120.987,121.706,R
72,120.987,121.706,L
73,121.969,122.398,L
73,121.969,122.398,R
74,123.366,124.65,L
74,123.366,124.65,R
75,126.227,126.479,R
75,126.227,126.479,L
76,127.044,127.778,L
76,127.044,127.778,R
77,128.339,128.369,R
77,128.339,128.369,L
78,129.488,133.922,L
78,129.488,133.922,R
79,135.307,137.429,R
79,135.307,137.429,L
80,137.781,138.049,L
80,137.781,138.049,R
81,138.567,139.089,R
81,138.567,139.089,L
82,141.321,141.428,L
82,141.321,141.428,R
83,141.605,142.034,R
83,141.605,142.034,L
84,142.219,142.24,L
84,142.219,142.24,R
85,142.28,142.322,R
85,142.28,142.322,L
86,142.583,142.74,L
86,142.583,142.74,R
87,143.187,143.293,R
87,143.187,143.293,L
88,145.003,145.283,L
88,145.003,145.283,R
89,148.175,148.634,R
89,148.175,148.634,L
90,151.474,151.818,L
90,151.474,151.818,R
91,153.345,153.652,R
91,153.345,153.652,L
92,154.206,154.977,R
92,154.206,154.977,L
93,157.646,158.061,L
93,157.646,158.061,R
94,160.648,160.86,R
94,160.648,160.86,L
95,162.513,162.637,L
95,162.513,162.637,R
96,163.321,163.723,R
96,163.321,163.723,L
97,165.464,165.613,L
97,165.464,165.613,R
98,166.109,166.928,R
98,166.109,166.928,L
99,168.097,168.553,L
99,168.097,168.553,R
100,168.627,169.797,R
100,168.627,169.797,L
101,169.891,170.427,L
101,169.891,170.427,R
102,170.473,171.232,R
102,170.473,171.232,L
103,171.762,172.001,L
103,171.762,172.001,R
104,172.046,173.739,L
104,172.046,173.739,R
105,173.82,174.123,R
105,173.82,174.123,L
106,174.537,175.166,L
106,174.537,175.166,R
107,175.26,175.703,R
107,175.26,175.703,L
108,175.749,175.77,R
108,175.749,175.77,L
109,176.262,176.963,L
109,176.262,176.963,R
110,177.391,177.878,R
110,177.391,177.878,L
111,180.343,180.779,L
111,180.343,180.779,R
112,182.59,182.637,R
112,182.59,182.637,L
113,182.763,183.158,L
113,182.763,183.158,R
114,183.2,183.22,R
114,183.2,183.22,L
115,183.275,183.459,L
115,183.275,183.459,R
116,183.503,184.489,R
116,183.503,184.489,L
117,185.653,185.726,L
117,185.653,185.726,R
118,186.919,187.344,R
118,186.919,187.344,L
119,188.404,189.272,L
119,188.404,189.272,R
120,189.308,189.327,R
120,189.308,189.327,L
121,189.775,192.092,L
121,189.775,192.092,R
122,192.307,193.175,R
122,192.307,193.175,L
123,193.321,193.34,L
123,193.321,193.34,R
124,193.363,196.903,R
124,193.363,196.903,L
125,197.516,197.718,L
125,197.516,197.718,R
126,199.519,200.36,R
126,199.519,200.36,L
127,200.495,200.514,L
127,200.495,200.514,R
128,200.666,202.494,R
128,200.666,202.494,L
129,202.523,205.274,L
129,202.523,205.274,R
130,205.338,211.749,R
130,205.338,211.749,L
131,211.778,212.09,L
131,211.778,212.09,R
132,212.449,212.523,L
132,212.449,212.523,R
133,212.736,212.81,R
133,212.736,212.81,L
134,212.842,214.471,L
134,212.842,214.471,R
135,214.5,214.915,R
135,214.5,214.915,L
136,215.331,215.541,L
136,215.331,215.541,R
137,215.563,216.051,R
137,215.563,216.051,L
138,216.079,217.257,L
138,216.079,217.257,R
139,218.13,218.179,R
139,218.13,218.179,L
140,218.238,218.257,L
140,218.238,218.257,R
141,218.321,218.354,R
141,218.321,218.354,L
142,218.381,218.569,L
142,218.381,218.569,R
143,223.014,223.296,R
143,223.014,223.296,L
144,223.446,225.799,L
144,223.446,225.799,R
145,226.155,227.104,R
145,226.155,227.104,L
146,227.78,229.114,L
146,227.78,229.114,R
147,229.225,229.245,R
147,229.225,229.245,L
148,229.27,229.723,L
148,229.27,229.723,R
149,229.783,230.013,R
149,229.783,230.013,L
150,230.057,230.079,L
150,230.057,230.079,R
151,230.136,230.275,R
151,230.136,230.275,L
152,230.322,230.985,L
152,230.322,230.985,R
153,231.049,231.089,R
153,231.049,231.089,L
154,231.141,232.535,R
154,231.141,232.535,L
155,237.419,237.791,L
155,237.419,237.791,R
156,237.958,238.067,L
156,237.958,238.067,R
157,238.332,239.699,R
157,238.332,239.699,L
158,241.09,241.768,L
158,241.09,241.768,R
159,241.812,243.032,R
159,241.812,243.032,L
160,243.313,243.332,L
160,243.313,243.332,R
161,243.508,243.528,R
161,243.508,243.528,L
162,243.907,244.347,L
162,243.907,244.347,R
163,244.502,244.522,R
163,244.502,244.522,L
164,244.957,246.316,R
164,244.957,246.316,L
165,246.409,246.457,L
165,246.409,246.457,R
166,246.51,246.53,R
166,246.51,246.53,L
167,246.976,250.966,L
167,246.976,250.966,R
168,251.123,253.63,R
168,251.123,253.63,L
169,253.638,253.713,L
169,253.638,253.713,R
170,253.749,253.819,R
170,253.749,253.819,L
171,254.558,255.041,L
171,254.558,255.041,R
172,255.249,255.282,R
172,255.249,255.282,L
173,255.974,257.7,L
173,255.974,257.7,R
174,258.676,259.427,L
174,258.676,259.427,R
175,259.438,259.458,R
175,259.438,259.458,L
176,259.926,260.629,L
176,259.926,260.629,R
177,260.814,260.839,R
177,260.814,260.839,L
178,261.023,261.044,L
178,261.023,261.044,R
179,261.398,261.926,R
179,261.398,261.926,L
180,262.947,262.984,R
180,262.947,262.984,L
181,263.496,263.516,L
181,263.496,263.516,R
182,263.569,263.68,R
182,263.569,263.68,L
183,263.732,263.81,L
183,263.732,263.81,R
184,263.921,263.94,R
184,263.921,263.94,L
185,264.026,264.063,L
185,264.026,264.063,R
186,264.16,264.226,R
186,264.16,264.226,L
187,264.326,264.372,L
187,264.326,264.372,R
188,264.457,264.584,L
188,264.457,264.584,R
189,264.736,264.757,R
189,264.736,264.757,L
190,264.819,265.522,L
190,264.819,265.522,R
191,265.647,265.668,R
191,265.647,265.668,L
192,265.819,265.839,L
192,265.819,265.839,R
193,265.9,265.92,R
193,265.9,265.92,L
194,266.612,266.681,R
194,266.612,266.681,L
195,266.739,266.781,L
195,266.739,266.781,R
196,266.806,266.826,R
196,266.806,266.826,L
197,266.869,266.897,L
197,266.869,266.897,R
198,267.002,267.134,R
198,267.002,267.134,L
199,267.18,267.241,L
199,267.18,267.241,R
200,267.273,268.295,R
200,267.273,268.295,L
201,268.341,268.761,L
201,268.341,268.761,R
202,268.801,268.831,R
202,268.801,268.831,L
203,268.87,268.965,L
203,268.87,268.965,R
204,268.988,269.1,R
204,268.988,269.1,L
205,269.195,269.299,L
205,269.195,269.299,R
206,269.365,269.923,R
206,269.365,269.923,L
207,269.958,270.021,L
207,269.958,270.021,R
208,270.058,270.121,R
208,270.058,270.121,L
209,270.15,270.24,L
209,270.15,270.24,R
210,270.288,270.48,R
210,270.288,270.48,L
211,270.525,270.686,L
211,270.525,270.686,R
212,270.711,270.817,R
212,270.711,270.817,L
213,271.186,271.206,L
213,271.186,271.206,R
214,271.293,271.769,R
214,271.293,271.769,L
215,272.201,272.251,L
215,272.201,272.251,R
216,272.371,272.392,R
216,272.371,272.392,L
217,272.427,272.447,L
217,272.427,272.447,R
218,272.85,272.889,R
218,272.85,272.889,L
219,272.992,273.012,L
219,272.992,273.012,R
220,273.175,273.27,R
220,273.175,273.27,L
221,273.303,273.362,L
221,273.303,273.362,R
222,273.403,273.508,R
222,273.403,273.508,L
223,273.558,273.599,L
223,273.558,273.599,R
224,273.649,273.761,R
224,273.649,273.761,L
225,273.813,273.886,L
225,273.813,273.886,R
226,273.951,274.037,R
226,273.951,274.037,L
227,274.078,274.194,L
227,274.078,274.194,R
228,274.28,274.482,R
228,274.28,274.482,L
229,274.625,274.687,L
229,274.625,274.687,R
230,274.74,274.759,R
230,274.74,274.759,L
231,274.848,274.867,L
231,274.848,274.867,R
232,274.889,275.194,R
232,274.889,275.194,L
233,275.243,275.936,L
233,275.243,275.936,R
234,275.993,276.473,R
234,275.993,276.473,L
235,276.718,276.739,L
235,276.718,276.739,R
236,276.767,276.905,R
236,276.767,276.905,L
237,276.939,276.961,L
237,276.939,276.961,R
238,277.56,277.751,R
238,277.56,277.751,L
239,277.781,277.8,L
239,277.781,277.8,R
240,277.955,277.975,R
240,277.955,277.975,L
