0.0914 	EXP 	Input Frame Rate: 240.000 Hz
0.0914 	EXP 	Determined Frame Rate: 239.722 Hz
0.1205 	EXP 	subjectName: 'Sub_06'
0.1205 	EXP 	session: 1
0.1206 	EXP 	language: 'EN'
0.1206 	EXP 	nBlocks: 6
0.1206 	EXP 	nTrialsPerBlock: 40
0.1206 	EXP 	dominantEye: 'L'
0.1207 	EXP 	monitorRefreshRate: 240.
0.1208 	EXP 	monitorWidth: 59.6
0.1208 	EXP 	monitorDistance: 70.
0.1209 	EXP 	nTrialsTotal: 240
0.1209 	EXP 	nTrialsPractise: 25
0.1210 	EXP 	fixSize: 1.
0.1210 	EXP 	conditions: {'arrowDirection': ['L', 'R'], 'latency': [0, 50, 100, 200, 400]}
0.1210 	EXP 	holdGazeRadius: 2.5
0.1211 	EXP 	maxWaitTimeForResponseInSec: 2
0.1211 	EXP 	maxWaitTimeForSaccadeInSec: 5
0.1212 	EXP 	maskDuration: 0.5
0.1212 	EXP 	fixationJitterInSec: [0.2 0.4]
0.1213 	EXP 	postResponseBlankTime: 1.5
0.1213 	EXP 	nTrialsFeedback: 1
0.1213 	EXP 	keyMapping: ['left' 'right']
0.1214 	EXP 	targetSize: 1.
0.1214 	EXP 	scoreIncrement: 10
0.1215 	EXP 	maxContagCondRepeat: 3
0.1215 	EXP 	tagFlipScreen: True
0.1216 	EXP 	delTForVelocity: 5.
0.1216 	EXP 	velThreshold: 20
0.1216 	EXP 	velThresholdMax: 100
0.1216 	EXP 	staircaseStartPoint: 100
0.1217 	EXP 	staircaseStepSizeCorrect: 1
0.1217 	EXP 	staircaseStepSizeIncorrect: 3
0.1217 	EXP 	staircaseStepSizeInitial: 10
0.1218 	EXP 	qualityCheckDuration: 5
0.1218 	EXP 	screenWidthInPix: 1920
0.1218 	EXP 	screenHeightInPix: 1080
0.1219 	EXP 	Added new global key event: quitKey
0.2022 	EXP 	Removed global key event: 'quitKey'.
45.3510 	DATA 	Keypress: return
45.8706 	EXP 	Device response: <KeyPress from None: t=45.348878145217896, value=return, duration=None>
45.8707 	EXP 	Device response: <KeyPress from None: t=45.348878145217896, value=return, duration=0.12747907638549805>
45.8707 	EXP 	Device response: <KeyPress from None: t=45.73239326477051, value=return, duration=None>
45.8707 	EXP 	Device response: <KeyPress from None: t=45.73239326477051, value=return, duration=0.11200475692749023>
49.0660 	EXP 	Device response: <KeyPress from None: t=49.06042528152466, value=return, duration=None>
49.1729 	EXP 	Device response: <KeyPress from None: t=49.06042528152466, value=return, duration=0.11185812950134277>
49.2074 	DATA 	Keypress: return
49.2075 	DATA 	Keypress: return
56.2785 	EXP 	Device response: <KeyPress from None: t=56.27646517753601, value=right, duration=None>
56.3031 	DATA 	Keypress: right
56.4046 	EXP 	Device response: <KeyPress from None: t=56.27646517753601, value=right, duration=0.12787771224975586>
83.5728 	EXP 	Device response: <KeyPress from None: t=83.57230281829834, value=right, duration=None>
83.6013 	DATA 	Keypress: right
83.6591 	EXP 	Device response: <KeyPress from None: t=83.57230281829834, value=right, duration=0.08005452156066895>
131.3166 	EXP 	Device response: <KeyPress from None: t=131.3163778781891, value=c, duration=None>
131.4893 	DATA 	Keypress: c
131.4966 	EXP 	Device response: <KeyPress from None: t=131.3163778781891, value=c, duration=0.09610772132873535>
163.0929 	EXP 	Device response: <KeyPress from None: t=163.0925464630127, value=return, duration=None>
163.2108 	EXP 	Device response: <KeyPress from None: t=163.0925464630127, value=return, duration=0.11194205284118652>
169.3428 	EXP 	Device response: <KeyPress from None: t=169.332453250885, value=space, duration=None>
169.3605 	DATA 	Keypress: return
169.3607 	DATA 	Keypress: space
169.4845 	EXP 	Device response: <KeyPress from None: t=169.332453250885, value=space, duration=0.08002662658691406>
186.7885 	EXP 	window1: units = 'norm'
186.7886 	EXP 	window1: units = 'pix'
199.6466 	EXP 	Device response: <KeyPress from None: t=199.6364929676056, value=escape, duration=None>
199.7132 	DATA 	Keypress: escape
199.7289 	EXP 	window1: units = 'norm'
199.7290 	EXP 	window1: units = 'pix'
199.7330 	EXP 	Added new global key event: quitKey
215.3804 	DATA 	Keypress: space
224.3083 	DATA 	Keypress: space
227.3323 	DATA 	Keypress: 3
240.0364 	DATA 	Keypress: 3
246.8683 	DATA 	Keypress: 3
280.6924 	DATA 	Keypress: 3
318.0045 	DATA 	Keypress: 3
346.9645 	DATA 	Keypress: space
346.9646 	EXP 	StartPractice
