,startTime,stopTime,whichEye
0,0.005,0.168,R
0,0.005,0.168,L
1,7.511,8.981,L
1,7.511,8.981,R
2,9.298,13.62,L
2,9.298,13.62,R
3,14.601,14.867,R
3,14.601,14.867,L
4,15.339,15.698,L
4,15.339,15.698,R
5,15.826,17.983,L
5,15.826,17.983,R
6,18.748,19.064,R
6,18.748,19.064,L
7,19.786,20.444,L
7,19.786,20.444,R
8,20.947,21.188,R
8,20.947,21.188,L
9,21.259,21.279,L
9,21.259,21.279,R
10,21.822,21.841,R
10,21.822,21.841,L
11,22.325,22.513,L
11,22.325,22.513,R
12,23.606,24.237,R
12,23.606,24.237,L
13,25.006,26.203,L
13,25.006,26.203,R
14,26.275,26.405,R
14,26.275,26.405,L
15,26.702,26.77,L
15,26.702,26.77,R
16,27.055,27.227,R
16,27.055,27.227,L
17,27.275,27.294,L
17,27.275,27.294,R
18,27.716,28.273,R
18,27.716,28.273,L
19,29.194,29.231,L
19,29.194,29.231,R
20,29.319,29.601,R
20,29.319,29.601,L
21,31.588,31.607,L
21,31.588,31.607,R
22,31.665,32.613,R
22,31.665,32.613,L
23,35.479,35.686,L
23,35.479,35.686,R
24,36.087,36.393,R
24,36.087,36.393,L
25,37.483,37.665,L
25,37.483,37.665,R
26,38.377,38.927,R
26,38.377,38.927,L
27,43.556,44.348,L
27,43.556,44.348,R
28,45.959,46.149,R
28,45.959,46.149,L
29,46.786,46.974,L
29,46.786,46.974,R
30,48.275,48.565,R
30,48.275,48.565,L
31,48.77,57.919,L
31,48.77,57.919,R
32,57.943,58.018,L
32,57.943,58.018,R
33,59.104,59.266,R
33,59.104,59.266,L
34,61.377,61.495,L
34,61.377,61.495,R
35,62.049,62.347,R
35,62.049,62.347,L
36,64.085,64.264,L
36,64.085,64.264,R
37,65.374,66.371,R
37,65.374,66.371,L
38,68.284,69.584,L
38,68.284,69.584,R
39,70.116,70.169,R
39,70.116,70.169,L
40,71.518,71.709,L
40,71.518,71.709,R
41,72.178,72.253,R
41,72.178,72.253,L
42,72.56,72.579,L
42,72.56,72.579,R
43,72.621,73.951,R
43,72.621,73.951,L
44,74.004,74.023,L
44,74.004,74.023,R
