0.0943 	EXP 	Input Frame Rate: 240.000 Hz
0.0943 	EXP 	Determined Frame Rate: 240.523 Hz
0.1205 	EXP 	subjectName: 'Sub_05'
0.1206 	EXP 	session: 1
0.1206 	EXP 	language: 'DE'
0.1206 	EXP 	nBlocks: 6
0.1207 	EXP 	nTrialsPerBlock: 40
0.1207 	EXP 	dominantEye: 'R'
0.1208 	EXP 	monitorRefreshRate: 240.
0.1208 	EXP 	monitorWidth: 59.6
0.1209 	EXP 	monitorDistance: 70.
0.1209 	EXP 	nTrialsTotal: 240
0.1209 	EXP 	nTrialsPractise: 25
0.1210 	EXP 	fixSize: 1.
0.1210 	EXP 	conditions: {'arrowDirection': ['L', 'R'], 'latency': [0, 50, 100, 200, 400]}
0.1211 	EXP 	holdGazeRadius: 2.5
0.1211 	EXP 	maxWaitTimeForResponseInSec: 2
0.1211 	EXP 	maxWaitTimeForSaccadeInSec: 5
0.1212 	EXP 	maskDuration: 0.5
0.1213 	EXP 	fixationJitterInSec: [0.2 0.4]
0.1213 	EXP 	postResponseBlankTime: 1.5
0.1214 	EXP 	nTrialsFeedback: 1
0.1214 	EXP 	keyMapping: ['left' 'right']
0.1214 	EXP 	targetSize: 1.
0.1215 	EXP 	scoreIncrement: 10
0.1215 	EXP 	maxContagCondRepeat: 3
0.1215 	EXP 	tagFlipScreen: True
0.1216 	EXP 	delTForVelocity: 5.
0.1216 	EXP 	velThreshold: 20
0.1217 	EXP 	velThresholdMax: 100
0.1217 	EXP 	staircaseStartPoint: 100
0.1218 	EXP 	staircaseStepSizeCorrect: 1
0.1218 	EXP 	staircaseStepSizeIncorrect: 3
0.1218 	EXP 	staircaseStepSizeInitial: 10
0.1219 	EXP 	qualityCheckDuration: 5
0.1219 	EXP 	screenWidthInPix: 1920
0.1219 	EXP 	screenHeightInPix: 1080
0.1219 	EXP 	Added new global key event: quitKey
0.2144 	EXP 	Removed global key event: 'quitKey'.
21.2846 	DATA 	Keypress: return
21.8024 	EXP 	Device response: <KeyPress from None: t=21.284501314163208, value=return, duration=None>
21.8024 	EXP 	Device response: <KeyPress from None: t=21.284501314163208, value=return, duration=0.11189508438110352>
21.8531 	EXP 	Device response: <KeyPress from None: t=21.844464540481567, value=return, duration=None>
21.9645 	DATA 	Keypress: return
21.9753 	EXP 	Device response: <KeyPress from None: t=21.844464540481567, value=return, duration=0.12799310684204102>
32.5487 	EXP 	Device response: <KeyPress from None: t=32.548447132110596, value=c, duration=None>
32.6625 	DATA 	Keypress: c
32.6696 	EXP 	Device response: <KeyPress from None: t=32.548447132110596, value=c, duration=0.09601831436157227>
33.8634 	EXP 	Device response: <KeyPress from None: t=33.860474824905396, value=return, duration=None>
33.8722 	DATA 	Keypress: return
33.9975 	EXP 	Device response: <KeyPress from None: t=33.860474824905396, value=return, duration=0.09602546691894531>
49.8359 	EXP 	Device response: <KeyPress from None: t=49.828524112701416, value=escape, duration=None>
49.8432 	DATA 	Keypress: escape
49.9601 	EXP 	Device response: <KeyPress from None: t=49.828524112701416, value=escape, duration=0.07994413375854492>
50.3582 	EXP 	Device response: <KeyPress from None: t=50.356449127197266, value=escape, duration=None>
50.3777 	DATA 	Keypress: escape
50.4846 	EXP 	window1: units = 'norm'
50.4846 	EXP 	window1: units = 'pix'
50.4909 	EXP 	Device response: <KeyPress from None: t=50.356449127197266, value=escape, duration=0.1280667781829834>
58.4397 	EXP 	Device response: <KeyPress from None: t=58.436503887176514, value=num_subtract, duration=None>
58.4906 	DATA 	Keypress: num_subtract
58.5487 	EXP 	Device response: <KeyPress from None: t=58.436503887176514, value=num_subtract, duration=0.1118323802947998>
58.6856 	EXP 	Device response: <KeyPress from None: t=58.67642116546631, value=num_subtract, duration=None>
58.7379 	DATA 	Keypress: num_subtract
58.7623 	EXP 	Device response: <KeyPress from None: t=58.67642116546631, value=num_subtract, duration=0.08003544807434082>
