,startTime,stopTime,whichEye
0,1.191,1.413,L
0,1.191,1.413,R
1,2.921,3.072,R
1,2.921,3.072,L
2,4.444,4.583,L
2,4.444,4.583,R
3,4.984,5.189,R
3,4.984,5.189,L
4,6.324,6.468,L
4,6.324,6.468,R
5,7.384,7.58,R
5,7.384,7.58,L
6,8.741,8.96,L
6,8.741,8.96,R
7,10.232,10.452,R
7,10.232,10.452,L
8,11.032,11.216,L
8,11.032,11.216,R
9,11.613,11.806,R
9,11.613,11.806,L
10,11.919,12.16,R
10,11.919,12.16,L
11,12.462,12.689,L
11,12.462,12.689,R
12,13.074,13.305,R
12,13.074,13.305,L
13,13.427,13.637,L
13,13.427,13.637,R
14,14.035,14.268,L
14,14.035,14.268,R
15,14.853,15.04,L
15,14.853,15.04,R
16,15.657,15.861,R
16,15.657,15.861,L
17,16.737,16.881,R
17,16.737,16.881,L
18,18.147,18.338,L
18,18.147,18.338,R
19,19.408,19.576,R
19,19.408,19.576,L
20,21.25,21.417,L
20,21.25,21.417,R
21,21.85,22.022,R
21,21.85,22.022,L
22,22.361,22.557,L
22,22.361,22.557,R
23,22.991,23.192,R
23,22.991,23.192,L
24,23.284,23.455,L
24,23.284,23.455,R
25,24.787,24.926,R
25,24.787,24.926,L
26,25.878,26.061,R
26,25.878,26.061,L
27,27.071,27.264,L
27,27.071,27.264,R
28,28.651,28.841,L
28,28.651,28.841,R
29,29.785,29.971,R
29,29.785,29.971,L
30,30.324,30.554,R
30,30.324,30.554,L
31,31.077,31.271,L
31,31.077,31.271,R
32,31.654,31.858,R
32,31.654,31.858,L
33,32.047,32.218,L
33,32.047,32.218,R
34,32.471,32.662,R
34,32.471,32.662,L
35,32.759,32.985,L
35,32.759,32.985,R
36,33.21,33.411,R
36,33.21,33.411,L
37,33.534,33.751,L
37,33.534,33.751,R
38,33.906,34.408,R
38,33.906,34.408,L
39,34.643,34.849,L
39,34.643,34.849,R
40,35.039,35.238,R
40,35.039,35.238,L
41,35.74,35.939,L
41,35.74,35.939,R
42,36.113,36.345,R
42,36.113,36.345,L
43,36.581,36.671,L
43,36.581,36.671,R
44,36.791,36.82,R
44,36.791,36.82,L
45,36.942,37.14,L
45,36.942,37.14,R
46,37.248,37.473,R
46,37.248,37.473,L
47,37.695,37.907,L
47,37.695,37.907,R
48,38.279,38.482,L
48,38.279,38.482,R
49,39.765,39.975,R
49,39.765,39.975,L
50,40.633,40.684,L
50,40.633,40.684,R
51,40.7,40.934,L
51,40.7,40.934,R
52,41.884,42.072,R
52,41.884,42.072,L
53,42.564,42.718,R
53,42.564,42.718,L
54,43.239,43.447,R
54,43.239,43.447,L
55,43.911,44.088,L
55,43.911,44.088,R
56,44.498,44.686,L
56,44.498,44.686,R
57,45.042,45.265,L
57,45.042,45.265,R
58,45.362,45.523,L
58,45.362,45.523,R
59,46.204,46.349,R
59,46.204,46.349,L
60,47.162,47.297,L
60,47.162,47.297,R
61,47.414,47.905,L
61,47.414,47.905,R
62,48.682,48.821,L
62,48.682,48.821,R
63,49.647,49.832,R
63,49.647,49.832,L
64,49.933,50.089,R
64,49.933,50.089,L
65,50.753,50.911,L
65,50.753,50.911,R
66,51.442,51.617,R
66,51.442,51.617,L
67,52.038,52.209,L
67,52.038,52.209,R
68,52.908,53.09,R
68,52.908,53.09,L
69,53.401,53.586,L
69,53.401,53.586,R
70,54.434,54.615,R
70,54.434,54.615,L
71,55.261,55.417,L
71,55.261,55.417,R
72,55.827,55.976,R
72,55.827,55.976,L
73,56.533,56.71,L
73,56.533,56.71,R
74,57.219,57.369,L
74,57.219,57.369,R
75,57.875,58.05,R
75,57.875,58.05,L
76,58.44,58.626,R
76,58.44,58.626,L
77,58.99,59.163,L
77,58.99,59.163,R
78,59.295,59.491,L
78,59.295,59.491,R
79,59.912,60.123,L
79,59.912,60.123,R
80,60.967,61.152,R
80,60.967,61.152,L
81,61.623,61.796,R
81,61.623,61.796,L
82,62.487,62.672,R
82,62.487,62.672,L
83,63.173,64.622,L
83,63.173,64.622,R
84,65.561,65.752,L
84,65.561,65.752,R
85,67.87,68.055,R
85,67.87,68.055,L
86,68.407,68.59,L
86,68.407,68.59,R
87,70.515,70.693,R
87,70.515,70.693,L
88,72.458,72.626,L
88,72.458,72.626,R
89,73.331,73.5,R
89,73.331,73.5,L
90,75.51,76.139,R
90,75.51,76.139,L
91,76.395,76.551,L
91,76.395,76.551,R
92,76.982,77.147,L
92,76.982,77.147,R
93,77.285,77.464,R
93,77.285,77.464,L
94,78.279,78.448,L
94,78.279,78.448,R
95,78.99,79.197,R
95,78.99,79.197,L
96,79.982,80.127,L
