0.0922 	EXP 	Input Frame Rate: 240.000 Hz
0.0922 	EXP 	Determined Frame Rate: 239.555 Hz
0.1178 	EXP 	subjectName: 'Sub_04'
0.1179 	EXP 	session: 1
0.1179 	EXP 	language: 'DE'
0.1179 	EXP 	nBlocks: 6
0.1180 	EXP 	nTrialsPerBlock: 40
0.1180 	EXP 	dominantEye: 'R'
0.1181 	EXP 	monitorRefreshRate: 240.
0.1181 	EXP 	monitorWidth: 59.6
0.1182 	EXP 	monitorDistance: 70.
0.1182 	EXP 	nTrialsTotal: 240
0.1183 	EXP 	nTrialsPractise: 25
0.1183 	EXP 	fixSize: 1.
0.1184 	EXP 	conditions: {'arrowDirection': ['L', 'R'], 'latency': [0, 50, 100, 200, 400]}
0.1184 	EXP 	holdGazeRadius: 2.5
0.1184 	EXP 	maxWaitTimeForResponseInSec: 2
0.1185 	EXP 	maxWaitTimeForSaccadeInSec: 5
0.1185 	EXP 	maskDuration: 0.5
0.1186 	EXP 	fixationJitterInSec: [0.2 0.4]
0.1186 	EXP 	postResponseBlankTime: 1.5
0.1187 	EXP 	nTrialsFeedback: 1
0.1187 	EXP 	keyMapping: ['left' 'right']
0.1188 	EXP 	targetSize: 1.
0.1188 	EXP 	scoreIncrement: 10
0.1188 	EXP 	maxContagCondRepeat: 3
0.1189 	EXP 	tagFlipScreen: True
0.1189 	EXP 	delTForVelocity: 5.
0.1189 	EXP 	velThreshold: 20
0.1190 	EXP 	velThresholdMax: 100
0.1190 	EXP 	staircaseStartPoint: 100
0.1190 	EXP 	staircaseStepSizeCorrect: 1
0.1191 	EXP 	staircaseStepSizeIncorrect: 3
0.1191 	EXP 	staircaseStepSizeInitial: 10
0.1191 	EXP 	qualityCheckDuration: 5
0.1192 	EXP 	screenWidthInPix: 1920
0.1192 	EXP 	screenHeightInPix: 1080
0.1192 	EXP 	Added new global key event: quitKey
0.2093 	EXP 	Removed global key event: 'quitKey'.
98.2076 	DATA 	Keypress: return
98.7252 	EXP 	Device response: <KeyPress from None: t=98.20743823051453, value=return, duration=None>
98.7253 	EXP 	Device response: <KeyPress from None: t=98.20743823051453, value=return, duration=0.07967901229858398>
98.7253 	EXP 	Device response: <KeyPress from None: t=98.62294745445251, value=return, duration=None>
98.7253 	EXP 	Device response: <KeyPress from None: t=98.62294745445251, value=return, duration=0.0640401840209961>
100.6324 	EXP 	Device response: <KeyPress from None: t=100.6229989528656, value=return, duration=None>
100.7077 	EXP 	Device response: <KeyPress from None: t=100.6229989528656, value=return, duration=0.07999348640441895>
100.7567 	DATA 	Keypress: return
100.7568 	DATA 	Keypress: return
105.9201 	EXP 	Device response: <KeyPress from None: t=105.91901850700378, value=right, duration=None>
105.9755 	DATA 	Keypress: right
