,blockID,trialNumber,triggerName,timestamp_sys,timestamp_psyc
0,pract,0,StartPractice,1781266539.0568523,376.84345602989197
1,pract,1,startFixDisplay,1781266539.0655508,376.8521544933319
2,pract,1,startFixPeriod,1781266539.0698946,376.8565011024475
3,pract,1,targetPresented,1781266539.3572,377.1438066959381
4,pract,1,blankDurationStart,1781266539.3654857,377.1520924568176
5,pract,1,maskStart,1781266539.7819781,377.56858491897583
6,pract,1,maskEnd,1781266540.2813284,378.0679347515106
7,pract,1,LeftResponse,1781266541.0269969,378.81360268592834
8,pract,1,EndOfTrial,1781266541.0307338,378.81734013557434
9,pract,1,FeedbackPeriodStarted,1781266541.051597,378.8382031917572
10,pract,2,startFixDisplay,1781266542.6378918,380.42449951171875
11,pract,2,startFixPeriod,1781266542.875276,380.6618821620941
12,pract,2,targetPresented,1781266543.2582955,381.04490208625793
13,pract,2,blankDurationStart,1781266543.2666132,381.053218126297
14,pract,2,maskStart,1781266543.6414087,381.42801570892334
15,pract,2,maskEnd,1781266544.1409018,381.9275085926056
16,pract,2,LeftResponse,1781266545.169139,382.9557423591614
17,pract,2,EndOfTrial,1781266545.173371,382.9599769115448
18,pract,2,FeedbackPeriodStarted,1781266545.1816628,382.968266248703
19,pract,3,startFixDisplay,1781266546.7887888,384.57539677619934
20,pract,3,startFixPeriod,1781266546.7928748,384.57947874069214
21,pract,3,targetPresented,1781266547.063667,384.85028648376465
22,pract,3,blankDurationStart,1781266547.0720084,384.8586151599884
23,pract,3,maskStart,1781266547.4051113,385.19171833992004
24,pract,3,maskEnd,1781266547.904602,385.6912088394165
25,pract,3,LeftResponse,1781266548.5290573,386.31566071510315
26,pract,3,EndOfTrial,1781266548.533294,386.3198974132538
27,pract,3,FeedbackPeriodStarted,1781266548.5417535,386.32835698127747
28,pract,4,startFixDisplay,1781266550.090381,387.87698459625244
29,pract,4,startFixPeriod,1781266550.0945232,387.8811264038086
30,pract,4,targetPresented,1781266550.3651927,388.1517975330353
31,pract,4,blankDurationStart,1781266550.3736393,388.16024351119995
32,pract,4,maskStart,1781266550.6650064,388.4516112804413
33,pract,4,maskEnd,1781266551.1645763,388.9511823654175
34,pract,4,LeftResponse,1781266551.7685115,389.55511498451233
35,pract,4,EndOfTrial,1781266551.7724028,389.5590088367462
36,pract,4,FeedbackPeriodStarted,1781266551.7806304,389.56723380088806
37,pract,5,startFixDisplay,1781266553.3297362,391.1163430213928
38,pract,5,startFixPeriod,1781266553.333764,391.12036752700806
39,pract,5,targetPresented,1781266553.6170213,391.40362787246704
40,pract,5,blankDurationStart,1781266553.6253316,391.41193890571594
41,pract,5,maskStart,1781266553.8751004,391.66170716285706
42,pract,5,maskEnd,1781266554.374687,392.1612911224365
