,startTime,stopTime,whichEye
0,0.005,0.585,L
0,0.005,0.585,R
1,0.957,1.091,R
1,0.957,1.091,L
2,2.745,2.897,L
2,2.745,2.897,R
3,3.62,3.764,R
3,3.62,3.764,L
4,5.247,5.379,L
4,5.247,5.379,R
5,5.938,6.065,R
5,5.938,6.065,L
6,7.859,7.993,L
6,7.859,7.993,R
7,9.461,9.573,R
7,9.461,9.573,L
8,11.79,11.913,L
8,11.79,11.913,R
9,17.192,17.607,R
9,17.192,17.607,L
10,18.277,18.397,R
10,18.277,18.397,L
11,19.355,19.473,L
11,19.355,19.473,R
12,20.738,20.868,R
12,20.738,20.868,L
13,24.635,24.698,L
13,24.635,24.698,R
14,28.436,28.557,R
14,28.436,28.557,L
15,33.087,33.185,L
15,33.087,33.185,R
16,36.57,36.676,R
16,36.57,36.676,L
17,38.21,38.364,L
17,38.21,38.364,R
18,39.631,39.754,R
18,39.631,39.754,L
19,41.754,41.894,L
19,41.754,41.894,R
20,44.832,44.953,L
20,44.832,44.953,R
21,51.921,52.058,R
21,51.921,52.058,L
22,53.985,54.139,L
22,53.985,54.139,R
23,55.788,56.143,R
23,55.788,56.143,L
24,57.676,57.791,L
24,57.676,57.791,R
25,59.289,59.411,R
25,59.289,59.411,L
26,60.678,62.335,L
26,60.678,62.335,R
27,63.712,63.839,R
27,63.712,63.839,L
28,65.473,65.599,R
28,65.473,65.599,L
29,67.844,68.584,R
29,67.844,68.584,L
30,71.637,71.828,L
30,71.637,71.828,R
31,73.788,73.911,R
31,73.788,73.911,L
32,76.586,76.708,R
32,76.586,76.708,L
33,80.471,80.602,L
33,80.471,80.602,R
34,82.041,82.174,R
34,82.041,82.174,L
35,85.158,85.316,L
35,85.158,85.316,R
36,88.321,88.493,R
36,88.321,88.493,L
37,89.539,89.703,L
37,89.539,89.703,R
38,92.97,93.638,R
38,92.97,93.638,L
39,96.359,96.507,L
39,96.359,96.507,R
40,96.892,97.155,R
40,96.892,97.155,L
41,97.247,97.382,L
41,97.247,97.382,R
42,98.343,98.964,L
42,98.343,98.964,R
43,100.715,101.077,R
43,100.715,101.077,L
44,101.534,102.085,L
44,101.534,102.085,R
45,104.581,104.743,R
45,104.581,104.743,L
46,105.576,105.784,L
46,105.576,105.784,R
47,109.075,109.246,R
47,109.075,109.246,L
48,128.855,128.979,L
48,128.855,128.979,R
49,147.575,147.698,R
49,147.575,147.698,L
50,169.348,169.405,L
50,169.348,169.405,R
51,183.904,183.989,R
51,183.904,183.989,L
52,202.265,202.531,L
52,202.265,202.531,R
53,203.146,203.724,R
53,203.146,203.724,L
54,203.943,204.112,L
54,203.943,204.112,R
55,205.801,205.954,R
55,205.801,205.954,L
56,207.135,207.311,L
56,207.135,207.311,R
57,210.26,210.416,R
57,210.26,210.416,L
58,211.331,211.467,R
58,211.331,211.467,L
59,224.384,224.518,L
59,224.384,224.518,R
60,225.266,225.414,R
60,225.266,225.414,L
61,225.779,226.538,L
61,225.779,226.538,R
62,226.874,227.02,R
62,226.874,227.02,L
63,228.017,228.14,L
63,228.017,228.14,R
64,229.476,229.635,R
64,229.476,229.635,L
65,230.803,230.963,L
65,230.803,230.963,R
66,231.763,231.932,R
66,231.763,231.932,L
67,234.112,234.231,L
67,234.112,234.231,R
68,235.001,237.34,R
68,235.001,237.34,L
69,238.997,239.141,L
69,238.997,239.141,R
70,241.4,241.539,R
70,241.4,241.539,L
71,244.378,244.419,L
71,244.378,244.419,R
72,245.505,245.961,R
72,245.505,245.961,L
73,247.454,247.603,L
73,247.454,247.603,R
74,249.817,250.852,R
74,249.817,250.852,L
75,253.81,253.98,L
75,253.81,253.98,R
76,254.768,255.44,R
76,254.768,255.44,L
77,255.769,255.953,L
77,255.769,255.953,R
78,256.586,256.744,L
78,256.586,256.744,R
79,258.514,258.684,R
79,258.514,258.684,L
80,258.846,259.029,L
80,258.846,259.029,R
81,259.911,260.054,R
81,259.911,260.054,L
82,261.802,261.93,L
82,261.802,261.93,R
83,264.169,264.306,R
83,264.169,264.306,L
84,278.537,278.634,L
84,278.537,278.634,R
85,278.809,278.914,R
85,278.809,278.914,L
86,283.695,283.837,L
86,283.695,283.837,R
87,284.178,284.329,R
87,284.178,284.329,L
88,287.815,287.932,L
88,287.815,287.932,R
89,292.747,292.887,R
89,292.747,292.887,L
90,299.887,300.016,L
90,299.887,300.016,R
91,307.691,307.818,L
91,307.691,307.818,R
92,316.215,316.369,R
92,316.215,316.369,L
93,334.964,335.109,L
93,334.964,335.109,R
94,341.062,341.206,R
94,341.062,341.206,L
95,344.702,344.867,L
95,344.702,344.867,R
96,349.565,349.717,R
96,349.565,349.717,L
97,354.231,354.349,L
97,354.231,354.349,R
98,357.908,358.062,R
98,357.908,358.062,L
99,362.051,362.163,L
99,362.051,362.163,R
100,370.35,370.474,R
100,370.35,370.474,L
101,377.134,377.286,L
101,377.134,377.286,R
102,381.807,381.958,R
102,381.807,381.958,L
103,392.685,392.832,L
103,392.685,392.832,R
104,403.368,403.538,R
104,403.368,403.538,L
105,403.762,403.887,L
105,403.762,403.887,R
106,418.314,418.451,R
106,418.314,418.451,L
107,422.588,422.73,L
107,422.588,422.73,R
108,426.67,426.822,R
108,426.67,426.822,L
109,429.636,430.18,L
109,429.636,430.18,R
110,430.564,431.215,R
110,430.564,431.215,L
111,431.521,431.847,L
111,431.521,431.847,R
112,432.284,432.37,R
112,432.284,432.37,L
113,436.653,436.777,L
113,436.653,436.777,R
114,437.531,437.563,R
114,437.531,437.563,L
115,437.819,438.301,L
115,437.819,438.301,R
116,440.99,445.421,R
116,440.99,445.421,L
117,445.482,445.704,L
117,445.482,445.704,R
118,449.108,449.27,R
118,449.108,449.27,L
119,450.774,451.517,L
119,450.774,451.517,R
120,453.757,454.635,R
120,453.757,454.635,L
121,455.505,456.141,L
121,455.505,456.141,R
122,456.86,456.995,R
122,456.86,456.995,L
123,458.602,458.771,L
123,458.602,458.771,R
124,459.262,459.442,R
124,459.262,459.442,L
125,459.716,459.971,L
125,459.716,459.971,R
126,460.179,460.395,R
126,460.179,460.395,L
127,462.496,462.605,L
127,462.496,462.605,R
128,462.711,462.735,R
128,462.711,462.735,L
129,462.775,462.794,L
129,462.775,462.794,R
130,463.525,463.662,R
130,463.525,463.662,L
131,464.048,464.273,L
131,464.048,464.273,R
132,465.368,465.566,R
132,465.368,465.566,L
133,469.632,469.845,L
133,469.632,469.845,R
134,472.116,472.305,R
134,472.116,472.305,L
135,473.302,473.462,L
135,473.302,473.462,R
136,475.389,475.54,R
136,475.389,475.54,L
137,478.176,526.052,L
137,478.176,526.052,R
138,526.333,526.474,R
138,526.333,526.474,L
139,527.391,527.778,L
139,527.391,527.778,R
140,535.282,535.439,R
140,535.282,535.439,L
141,538.83,539.387,L
141,538.83,539.387,R
142,541.27,541.674,R
142,541.27,541.674,L
143,542.679,542.849,L
143,542.679,542.849,R
144,544.688,544.836,R
144,544.688,544.836,L
145,546.542,546.689,L
145,546.542,546.689,R
146,548.365,548.492,R
146,548.365,548.492,L
147,550.516,550.655,L
147,550.516,550.655,R
148,559.334,559.49,R
148,559.334,559.49,L
149,559.843,559.992,L
149,559.843,559.992,R
150,562.545,562.692,R
150,562.545,562.692,L
151,569.409,569.577,L
151,569.409,569.577,R
152,572.769,572.895,R
152,572.769,572.895,L
153,576.621,576.708,L
153,576.621,576.708,R
154,583.274,583.424,R
154,583.274,583.424,L
155,595.039,595.202,L
155,595.039,595.202,R
156,598.607,598.76,R
156,598.607,598.76,L
157,602.942,603.112,L
157,602.942,603.112,R
158,612.201,612.35,R
158,612.201,612.35,L
159,619.052,619.192,L
159,619.052,619.192,R
160,629.617,629.786,R
160,629.617,629.786,L
161,635.092,635.245,L
161,635.092,635.245,R
162,638.694,638.838,R
162,638.694,638.838,L
163,641.74,641.883,L
163,641.74,641.883,R
164,647.508,647.663,R
164,647.508,647.663,L
165,654.458,654.594,L
165,654.458,654.594,R
166,657.783,657.928,R
166,657.783,657.928,L
167,665.039,665.198,L
167,665.039,665.198,R
168,673.053,673.218,R
168,673.053,673.218,L
169,676.812,676.985,L
169,676.812,676.985,R
170,698.657,698.805,R
170,698.657,698.805,L
171,706.305,706.496,L
171,706.305,706.496,R
172,707.415,708.222,R
172,707.415,708.222,L
173,710.879,711.057,L
173,710.879,711.057,R
174,711.379,711.487,L
174,711.379,711.487,R
175,713.163,713.341,R
175,713.163,713.341,L
176,715.122,715.351,L
176,715.122,715.351,R
177,716.881,717.672,R
177,716.881,717.672,L
178,720.974,721.61,L
178,720.974,721.61,R
179,724.439,724.577,R
179,724.439,724.577,L
180,725.942,727.239,R
180,725.942,727.239,L
181,728.166,728.338,L
181,728.166,728.338,R
182,730.303,730.477,R
182,730.303,730.477,L
183,731.463,731.653,L
183,731.463,731.653,R
184,732.635,732.77,R
184,732.635,732.77,L
185,733.838,793.286,L
185,733.838,793.286,R
186,803.48,803.642,R
186,803.48,803.642,L
187,804.104,804.135,L
187,804.104,804.135,R
188,804.175,805.094,R
188,804.175,805.094,L
189,805.395,805.997,L
189,805.395,805.997,R
190,807.361,807.511,L
190,807.361,807.511,R
191,808.887,810.139,R
191,808.887,810.139,L
192,811.282,811.429,L
192,811.282,811.429,R
193,812.72,812.856,R
193,812.72,812.856,L
194,813.999,814.145,L
194,813.999,814.145,R
195,815.923,816.065,R
195,815.923,816.065,L
196,816.962,817.092,L
196,816.962,817.092,R
197,821.701,821.846,R
197,821.701,821.846,L
198,828.679,828.83,L
198,828.679,828.83,R
199,835.408,835.533,R
199,835.408,835.533,L
200,840.06,840.214,L
200,840.06,840.214,R
201,848.444,848.609,R
201,848.444,848.609,L
202,861.158,861.314,L
202,861.158,861.314,R
203,861.682,861.81,R
203,861.682,861.81,L
204,865.813,865.942,R
204,865.813,865.942,L
205,872.466,872.58,L
205,872.466,872.58,R
206,877.852,878.001,R
206,877.852,878.001,L
207,884.71,884.856,L
207,884.71,884.856,R
208,892.45,892.617,R
208,892.45,892.617,L
209,895.901,896.076,L
209,895.901,896.076,R
210,899.394,899.527,R
210,899.394,899.527,L
211,903.222,903.406,L
211,903.222,903.406,R
212,907.424,907.581,R
212,907.424,907.581,L
213,914.551,914.699,R
213,914.551,914.699,L
214,926.074,926.222,L
214,926.074,926.222,R
215,931.047,931.23,R
215,931.047,931.23,L
216,935.477,935.617,L
216,935.477,935.617,R
217,939.666,939.821,R
217,939.666,939.821,L
218,944.376,944.482,R
218,944.376,944.482,L
219,952.559,952.728,L
219,952.559,952.728,R
220,960.203,960.336,R
220,960.203,960.336,L
221,970.332,970.489,L
221,970.332,970.489,R
222,973.889,974.046,L
222,973.889,974.046,R
223,977.373,977.502,R
223,977.373,977.502,L
224,982.428,982.605,R
224,982.428,982.605,L
225,987.256,987.446,L
225,987.256,987.446,R
226,987.614,987.64,R
226,987.614,987.64,L
227,988.17,1384.114,L
227,988.17,1384.114,R
228,1384.954,1385.115,R
228,1384.954,1385.115,L
229,1386.111,1386.811,L
229,1386.111,1386.811,R
230,1388.06,1388.282,L
230,1388.06,1388.282,R
231,1389.367,1389.53,R
231,1389.367,1389.53,L
232,1390.345,1433.843,L
232,1390.345,1433.843,R
233,1435.403,1435.56,R
233,1435.403,1435.56,L
234,1443.79,1444.604,L
234,1443.79,1444.604,R
235,1445.075,1446.072,R
235,1445.075,1446.072,L
236,1446.761,1447.544,L
236,1446.761,1447.544,R
237,1451.779,1451.954,R
237,1451.779,1451.954,L
238,1455.847,1455.981,L
238,1455.847,1455.981,R
239,1462.143,1462.296,R
239,1462.143,1462.296,L
240,1466.588,1466.757,L
240,1466.588,1466.757,R
241,1474.641,1474.807,R
241,1474.641,1474.807,L
242,1475.003,1475.149,L
242,1475.003,1475.149,R
243,1481.941,1482.09,R
