,trialIndex,targetOnsetTime,Unnamed: 0,startTime,peakVelocityTime,stopTime,amplitude,peakVelocity,saccade_vec_left_x,peak_velocity_vec_left_x,saccade_vec_right_x,peak_velocity_vec_right_x,saccade_vec_left_y,peak_velocity_vec_left_y,saccade_vec_right_y,peak_velocity_vec_right_y,whichEye,otherEyeMissingData,isBinocular,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,211.65766666666667,9922,211.246,211.252,211.257,0.602782358723885,61.41375109900024,-0.5767267495393753,-60.37485504150391,-0.4522550441324711,-45.040802001953125,-0.175307810306549,-11.248364448547363,-0.1778493970632553,-14.782340049743652,L,False,True,0,L,400,,0.29,LeftResponse,correct,True,4.0
1,1,218.34466666666668,6017,217.924,217.927,217.932,0.3099666992532101,32.094714650826006,-0.0787530541419982,-16.143131256103516,0.0355710722506046,-0.8546277284622192,0.2997954487800598,27.73932266235352,0.2921382188796997,28.728422164916992,L,False,True,0,R,400,,0.235,RightResponse,correct,True,3.0
2,5,233.31966666666668,9991,233.209,233.216,233.22,0.5304375352444076,54.29037003735285,-0.5156200528144836,-52.62321853637695,-0.3302935510873794,-28.64069938659668,0.1244987547397613,13.350698471069336,0.0965481698513031,10.440118789672852,L,False,True,0,L,100,,0.293,RightResponse,incorrect,True,3.0
3,6,236.8216666666667,1287,236.61,236.615,236.623,0.5170093787841287,42.332538495243085,0.4598529189825058,39.79494094848633,0.500508725643158,38.13197326660156,0.2362921722233295,14.436290740966797,0.3480819873511791,20.57986259460449,L,False,True,0,L,200,,0.378,LeftResponse,correct,True,3.0
4,7,243.03266666666667,10014,242.622,242.627,242.629,0.2505011141006106,30.72288516115515,-0.1905480623245239,-20.671463012695312,-0.0660606604069471,-2.2405190467834477,0.1626107133924961,22.728534698486328,0.1956356167793274,27.32431030273437,L,False,True,0,R,400,,0.277,RightResponse,correct,True,2.0
5,8,247.16766666666666,10020,246.955,246.959,246.963,0.3204601629205383,35.969239505453444,-0.3124637007713318,-34.36414337158203,-0.1803802549839019,-20.74025154113769,0.0711417719721794,10.625057220458984,-0.0127031207084655,-0.5774144530296326,L,False,True,0,R,200,,0.236,LeftResponse,incorrect,True,2.0
6,9,249.96966666666668,1316,249.857,249.864,249.869,0.5368413234631966,50.56042895397712,0.4903696477413177,48.0669059753418,0.7190289050340652,74.90620422363281,0.2184861898422241,15.682140350341797,0.2083427086472511,14.482365608215332,L,False,True,0,L,100,,0.303,LeftResponse,correct,True,6.0
7,10,253.37466666666668,10038,253.316,253.32,253.324,0.3403248088807275,38.45514038248261,-0.2946896553039551,-33.34880447387695,-0.2159481644630432,-26.9068603515625,0.170232143253088,19.148239135742188,0.0660592913627624,7.067874908447266,L,False,True,0,L,50,,0.342,RightResponse,incorrect,True,4.0
8,11,256.3396666666667,10048,256.329,256.334,256.339,0.464137691316502,53.98133800275019,-0.4623539447784424,-53.85626220703125,-0.2921623289585113,-39.031829833984375,-0.0406525060534477,-3.672584056854248,-0.0076223462820053,-1.8478368520736692,L,False,True,0,L,0,,0.233,RightResponse,incorrect,True,4.0
9,12,260.5106666666667,10069,260.501,260.504,260.508,0.292846257775696,32.86733932563463,-0.205794483423233,-24.090221405029297,-0.2540789768099785,-31.367206573486328,-0.2083448134362697,-22.358963012695312,-0.0279487036168575,-2.9565577507019043,L,False,True,0,R,0,,0.334,LeftResponse,incorrect,True,7.0
10,13,265.66066666666666,10078,265.449,265.452,265.455,0.2297525923709803,27.744535137623984,-0.2007196545600891,-24.48363304138184,-0.0558946132659912,-6.952167510986328,0.1117938905954361,13.050323486328123,0.1905536204576492,24.69112014770508,L,False,True,0,L,200,,0.333,RightResponse,incorrect,True,5.0
11,15,272.6016666666667,10105,272.391,272.395,272.398,0.263493321333933,31.438850935017896,-0.2032440304756164,-24.042774200439453,-0.1041714251041412,-12.42665672302246,0.1676919630263,20.257007598876957,0.1499062664806842,18.43222999572754,L,False,True,0,L,200,,0.313,LeftResponse,correct,True,8.0
12,16,275.4906666666667,6144,275.478,275.481,275.486,0.3000291039353021,35.81359059578019,-0.210871160030365,-24.27444648742676,-0.2032443583011627,-25.52096939086914,0.213426373898983,26.33181571960449,0.1600683704018592,16.330177307128906,L,False,True,0,R,0,,0.242,LeftResponse,incorrect,True,10.0
13,17,279.29566666666665,10120,279.186,279.191,279.196,0.3942121595744531,40.74449395897523,-0.3938107937574386,-40.743839263916016,-0.3277404308319092,-35.01446914672852,-0.0177844166755676,-0.2309762090444564,-0.0457342979498207,-3.18754243850708,L,False,True,0,L,100,,0.369,RightResponse,incorrect,True,5.0
14,19,285.4496666666667,10136,285.437,285.443,285.449,0.6261533887524346,64.4048874984614,-0.6046700179576874,-62.96153259277344,-0.37856625020504,-41.39020538330078,0.162610687315464,13.558574676513672,0.2286707907915115,18.33983993530273,L,False,True,0,R,0,,0.274,RightResponse,correct,True,13.0
15,20,288.69666666666666,10142,288.486,288.492,288.496,0.4181928427346247,43.3064204492632,-0.3378543853759765,-35.95602798461914,-0.1676695346832275,-18.79939842224121,0.2464541904628276,24.137317657470703,0.1753140315413475,15.59117317199707,L,False,True,0,R,200,,0.256,RightResponse,correct,True,7.0
