,trialIndex,targetOnsetTime,Unnamed: 0,startTime,peakVelocityTime,stopTime,amplitude,peakVelocity,saccade_vec_left_x,peak_velocity_vec_left_x,saccade_vec_right_x,peak_velocity_vec_right_x,saccade_vec_left_y,peak_velocity_vec_left_y,saccade_vec_right_y,peak_velocity_vec_right_y,whichEye,otherEyeMissingData,isBinocular,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,175.50066666666666,823,175.29,175.296,175.301,0.7001320033650299,73.7267486096554,0.5029915571212769,55.77303314208984,0.4471067190170288,41.87108612060547,0.4870157241821289,48.21827697753906,0.2892243862152099,23.89421844482422,L,False,True,0,R,200,,0.38,RightResponse,correct,True,15.0
1,1,182.07066666666668,835,181.657,181.661,181.666,0.2950778226948919,33.83335434106014,0.2870187163352966,32.512046813964844,0.1574664115905761,14.707559585571287,0.0684921741485595,9.362834930419922,0.020292043685913,1.8216460943222048,L,False,True,0,R,400,,0.295,LeftResponse,incorrect,True,15.0
2,2,187.10866666666666,8359,186.697,186.7,186.706,0.3710305944737666,45.19776767950653,-0.3708917498588562,-44.77937698364258,-0.4648058414459228,-50.845458984375,-0.0101494789123535,-6.135601043701172,-0.0481922626495361,-7.793655872344971,L,False,True,0,R,400,,0.389,RightResponse,correct,True,18.0
3,3,191.36766666666668,851,191.357,191.361,191.366,0.3277818224492345,36.93199906407084,0.3276934027671814,36.8799057006836,0.3606882095336914,39.463035583496094,-0.0076129436492919,-1.960895299911499,0.0279054641723632,-3.874431848526001,L,False,True,0,L,0,,0.387,LeftResponse,correct,True,15.0
4,4,195.82666666666668,862,195.756,195.76,195.764,0.2586641632026854,26.67463270652511,0.2438516616821289,25.516660690307617,0.2946224212646484,34.72652053833008,-0.0862758159637451,-7.774063110351562,0.0811924934387207,6.504559516906738,L,False,True,0,L,50,,0.376,LeftResponse,correct,True,15.0
5,5,199.05766666666668,12918,199.035,199.041,199.047,0.5921311398982742,64.0010162387001,-0.2184095382690429,-27.081357955932617,-0.0533398985862731,-7.273632526397705,-0.5503785610198975,-57.989051818847656,-0.4437859058380127,-43.73127746582031,L,False,True,0,L,0,,0.315,LeftResponse,correct,True,14.0
6,6,203.60366666666667,882,203.494,203.499,203.505,0.4080830481536378,45.9343439970656,0.4013950228691101,45.45146942138672,0.4597371220588684,48.675270080566406,0.0735785961151123,6.642882347106934,0.0355081558227539,-5.487626075744629,L,False,True,0,L,100,,0.293,LeftResponse,correct,True,15.0
7,7,208.34166666666667,892,208.232,208.235,208.239,0.2619636332424999,31.14071646396185,0.2616562247276306,31.10785675048828,0.2895501255989074,31.51785087585449,-0.0126872062683105,-1.430199384689331,0.1014668941497802,9.570046424865724,L,False,True,0,R,100,,0.344,RightResponse,correct,True,14.0
8,8,213.49166666666667,906,213.432,213.436,213.441,0.3353378642969558,39.92351209701473,0.3302214741706848,38.93392181396485,0.3225547075271606,34.3567008972168,-0.0583546161651611,-8.833829879760742,-0.0710320472717285,-4.082009315490723,L,False,True,0,R,50,,0.311,LeftResponse,incorrect,True,14.0
9,10,223.60466666666667,927,223.392,223.398,223.403,0.5789199043948714,61.736293611545456,0.4775360822677612,53.06516647338867,0.5359684228897095,53.7369270324707,0.327272891998291,31.550880432128903,0.4539241790771484,45.04819869995117,L,False,True,0,L,200,,0.213,LeftResponse,correct,True,17.0
10,11,227.85566666666668,938,227.844,227.849,227.854,0.3477996593887709,39.68270938770804,0.330244779586792,37.251007080078125,0.3988507986068725,38.9154167175293,0.1091008186340332,13.677715301513672,0.1521122455596923,15.4188232421875,L,False,True,0,R,0,,0.326,RightResponse,correct,True,13.0
11,12,232.06066666666666,8477,232.046,232.05,232.054,0.3085041528125034,33.26477222755231,-0.2845334708690643,-31.40936279296875,-0.3937071561813354,-46.482608795166016,-0.1192288398742675,-10.95431423187256,-0.093846321105957,-13.235273361206056,L,False,True,0,R,0,,0.235,RightResponse,correct,True,12.0
12,13,237.12766666666667,960,237.116,237.12,237.125,0.3560982435751832,38.98360615624777,0.3556549549102783,38.86808776855469,0.4419225454330444,53.24410629272461,-0.0177626609802246,-2.9988834857940674,-0.005073070526123,1.1298773288726809,L,False,True,0,R,0,,0.356,LeftResponse,incorrect,True,11.0
13,14,241.59866666666667,970,241.477,241.481,241.486,0.2860790642844296,33.4346052371077,0.281985878944397,32.3325080871582,0.3200507760047912,37.40841674804688,0.0482202768325805,8.51362133026123,0.0634198188781738,10.35475730895996,L,False,True,0,L,100,,0.261,LeftResponse,correct,True,13.0
14,15,247.05266666666668,982,246.94,246.945,246.95,0.3022846392211751,34.771812370970984,0.3022739887237549,34.6149787902832,0.4190737009048462,48.741397857666016,-0.0025374889373779,-3.2988147735595703,-0.0761139392852783,-9.75640106201172,L,False,True,0,R,100,,0.321,RightResponse,correct,True,12.0
15,17,256.2286666666667,1005,256.011,256.014,256.017,0.188197272976081,21.236842949554028,0.175284206867218,20.04564666748047,0.2565233707427978,31.517166137695312,-0.0685102939605712,-7.012527942657471,-0.005073070526123,0.6687296032905579,L,False,True,0,L,200,,0.325,LeftResponse,correct,True,16.0
