,startTime,stopTime,whichEye
0,0.005,0.017,L
0,0.005,0.017,R
1,0.076,0.097,R
1,0.076,0.097,L
2,0.846,0.947,L
2,0.846,0.947,R
3,3.196,3.29,R
3,3.196,3.29,L
4,4.75,4.771,L
4,4.75,4.771,R
5,5.959,6.079,R
5,5.959,6.079,L
6,6.722,6.851,L
6,6.722,6.851,R
7,7.112,7.294,R
7,7.112,7.294,L
8,8.552,8.578,L
8,8.552,8.578,R
9,8.731,9.486,R
9,8.731,9.486,L
10,10.461,10.532,L
10,10.461,10.532,R
11,10.643,10.662,R
11,10.643,10.662,L
12,10.878,11.299,L
12,10.878,11.299,R
13,16.46,16.657,L
13,16.46,16.657,R
14,16.733,16.87,L
14,16.733,16.87,R
15,18.271,18.291,R
15,18.271,18.291,L
16,19.493,19.54,L
16,19.493,19.54,R
17,19.568,19.611,R
17,19.568,19.611,L
18,19.665,19.693,R
18,19.665,19.693,L
19,19.749,19.773,L
19,19.749,19.773,R
20,19.936,19.958,R
20,19.936,19.958,L
21,19.982,20.002,L
21,19.982,20.002,R
22,20.031,20.084,R
22,20.031,20.084,L
23,20.296,20.315,L
23,20.296,20.315,R
24,24.495,24.595,R
24,24.495,24.595,L
25,26.163,26.253,L
25,26.163,26.253,R
26,26.492,26.521,R
26,26.492,26.521,L
27,26.728,26.838,L
27,26.728,26.838,R
28,26.898,26.923,R
28,26.898,26.923,L
29,27.236,27.275,L
29,27.236,27.275,R
30,27.398,27.588,R
30,27.398,27.588,L
31,28.581,28.613,L
31,28.581,28.613,R
32,28.823,28.848,R
32,28.823,28.848,L
33,28.94,28.981,L
33,28.94,28.981,R
34,29.023,29.131,R
34,29.023,29.131,L
35,30.959,30.987,L
35,30.959,30.987,R
36,31.16,31.196,L
36,31.16,31.196,R
37,31.602,31.621,R
37,31.602,31.621,L
38,31.862,32.14,L
38,31.862,32.14,R
39,35.411,35.437,R
39,35.411,35.437,L
40,35.841,35.962,R
40,35.841,35.962,L
41,41.008,41.074,L
41,41.008,41.074,R
42,41.121,41.151,R
42,41.121,41.151,L
43,41.234,41.264,L
43,41.234,41.264,R
44,41.382,41.404,R
44,41.382,41.404,L
45,41.517,41.593,L
45,41.517,41.593,R
46,41.726,41.755,L
46,41.726,41.755,R
47,41.931,41.97,L
47,41.931,41.97,R
48,42.082,42.106,L
48,42.082,42.106,R
49,42.233,42.271,R
49,42.233,42.271,L
50,42.341,42.401,L
50,42.341,42.401,R
51,42.733,42.775,R
51,42.733,42.775,L
52,43.301,43.345,L
52,43.301,43.345,R
53,43.466,43.496,R
53,43.466,43.496,L
54,43.632,43.733,L
54,43.632,43.733,R
55,43.796,43.944,R
55,43.796,43.944,L
56,44.304,44.69,L
56,44.304,44.69,R
57,45.331,45.458,R
57,45.331,45.458,L
58,45.518,45.59,R
58,45.518,45.59,L
59,46.042,46.137,R
59,46.042,46.137,L
60,46.296,46.458,R
60,46.296,46.458,L
61,46.878,46.976,L
61,46.878,46.976,R
62,47.238,47.363,R
62,47.238,47.363,L
63,47.652,47.788,L
63,47.652,47.788,R
64,49.073,49.183,L
64,49.073,49.183,R
65,49.736,49.839,R
65,49.736,49.839,L
66,50.791,50.868,L
66,50.791,50.868,R
67,52.471,52.49,R
67,52.471,52.49,L
68,54.825,54.876,L
68,54.825,54.876,R
69,54.997,55.016,R
69,54.997,55.016,L
70,55.148,55.168,L
70,55.148,55.168,R
71,55.216,55.385,R
71,55.216,55.385,L
72,56.229,56.332,L
72,56.229,56.332,R
73,56.907,57.043,R
73,56.907,57.043,L
74,57.461,57.509,L
74,57.461,57.509,R
75,57.62,57.641,R
75,57.62,57.641,L
76,59.905,60.028,R
76,59.905,60.028,L
77,63.186,63.285,L
77,63.186,63.285,R
78,63.457,63.476,R
78,63.457,63.476,L
79,63.566,63.589,L
79,63.566,63.589,R
80,63.738,63.884,R
80,63.738,63.884,L
81,64.083,64.605,L
81,64.083,64.605,R
82,65.019,65.147,R
82,65.019,65.147,L
83,67.725,68.026,L
83,67.725,68.026,R
84,68.907,70.571,L
84,68.907,70.571,R
85,70.759,71.179,R
85,70.759,71.179,L
86,72.683,72.747,L
86,72.683,72.747,R
87,74.883,74.983,R
87,74.883,74.983,L
88,77.465,77.486,R
88,77.465,77.486,L
89,77.581,77.61,L
89,77.581,77.61,R
90,77.684,77.708,R
90,77.684,77.708,L
91,77.809,77.863,L
91,77.809,77.863,R
92,77.933,77.955,L
