,startTime,stopTime,whichEye
0,2.335,2.467,L
0,2.335,2.467,R
1,5.578,5.646,L
1,5.578,5.646,R
2,7.466,7.541,R
2,7.466,7.541,L
3,10.095,10.196,L
3,10.095,10.196,R
4,15.096,15.181,R
4,15.096,15.181,L
5,16.27,16.324,R
5,16.27,16.324,L
6,18.644,18.717,R
6,18.644,18.717,L
7,22.063,22.164,R
7,22.063,22.164,L
8,34.037,34.125,L
8,34.037,34.125,R
9,36.905,37.037,R
9,36.905,37.037,L
10,42.687,42.863,R
10,42.687,42.863,L
11,46.269,46.387,L
11,46.269,46.387,R
12,49.131,49.266,R
12,49.131,49.266,L
13,52.059,52.198,R
13,52.059,52.198,L
14,54.773,54.918,L
14,54.773,54.918,R
15,57.608,57.753,L
15,57.608,57.753,R
16,61.058,61.207,L
16,61.058,61.207,R
17,63.641,63.816,R
17,63.641,63.816,L
18,66.616,66.787,R
18,66.616,66.787,L
19,69.354,69.517,R
19,69.354,69.517,L
20,72.405,72.558,L
20,72.405,72.558,R
21,75.359,75.512,R
21,75.359,75.512,L
22,78.293,78.428,L
22,78.293,78.428,R
23,81.243,81.367,R
23,81.243,81.367,L
24,84.059,84.203,L
24,84.059,84.203,R
25,86.969,87.204,R
25,86.969,87.204,L
26,89.815,89.984,R
26,89.815,89.984,L
27,91.892,91.977,L
27,91.892,91.977,R
28,92.456,92.543,L
28,92.456,92.543,R
29,93.132,93.262,R
29,93.132,93.262,L
30,94.852,94.958,L
30,94.852,94.958,R
31,98.113,98.216,R
31,98.113,98.216,L
32,98.739,98.858,R
32,98.739,98.858,L
33,103.877,103.966,L
33,103.877,103.966,R
34,105.074,105.169,R
34,105.074,105.169,L
35,105.753,105.838,L
35,105.753,105.838,R
36,108.114,114.231,L
36,108.114,114.231,R
37,115.218,115.354,L
37,115.218,115.354,R
38,117.24,118.686,R
38,117.24,118.686,L
39,120.213,120.952,R
39,120.213,120.952,L
40,121.559,121.663,L
40,121.559,121.663,R
41,124.986,125.155,L
41,124.986,125.155,R
42,127.963,128.083,L
42,127.963,128.083,R
43,128.951,129.177,R
43,128.951,129.177,L
44,130.464,130.745,L
44,130.464,130.745,R
45,131.446,132.33,L
45,131.446,132.33,R
46,132.595,132.729,R
46,132.595,132.729,L
47,133.075,133.191,L
47,133.075,133.191,R
48,134.596,134.676,R
48,134.596,134.676,L
49,135.998,136.113,L
49,135.998,136.113,R
50,136.832,137.013,R
50,136.832,137.013,L
51,139.341,139.571,L
51,139.341,139.571,R
52,142.761,142.828,R
52,142.761,142.828,L
53,144.614,144.718,L
53,144.614,144.718,R
54,145.242,145.338,R
54,145.242,145.338,L
55,146.895,147.024,L
55,146.895,147.024,R
56,148.099,148.215,R
56,148.099,148.215,L
57,150.018,150.131,L
57,150.018,150.131,R
58,154.832,154.927,R
58,154.832,154.927,L
59,158.392,158.51,L
59,158.392,158.51,R
60,163.384,163.575,R
60,163.384,163.575,L
61,163.706,163.845,L
61,163.706,163.845,R
62,164.225,164.349,R
62,164.225,164.349,L
63,166.611,166.772,L
63,166.611,166.772,R
64,166.881,167.088,R
64,166.881,167.088,L
65,167.404,167.533,L
65,167.404,167.533,R
66,170.754,170.911,R
66,170.754,170.911,L
67,173.688,173.836,L
67,173.688,173.836,R
68,178.81,179.208,R
68,178.81,179.208,L
69,179.383,179.517,L
69,179.383,179.517,R
70,180.001,180.131,R
70,180.001,180.131,L
71,181.211,182.274,L
71,181.211,182.274,R
72,183.407,183.542,R
72,183.407,183.542,L
73,187.284,187.488,L
73,187.284,187.488,R
74,187.589,187.781,R
74,187.589,187.781,L
75,188.244,188.373,L
75,188.244,188.373,R
76,191.951,192.366,R
76,191.951,192.366,L
77,192.59,192.724,L
77,192.59,192.724,R
78,196.698,196.876,R
78,196.698,196.876,L
79,202.388,202.605,L
79,202.388,202.605,R
80,206.714,206.828,R
80,206.714,206.828,L
81,207.403,207.556,L
81,207.403,207.556,R
82,207.93,208.053,R
82,207.93,208.053,L
83,210.39,210.571,L
83,210.39,210.571,R
84,214.039,214.206,L
84,214.039,214.206,R
85,217.422,217.636,R
85,217.422,217.636,L
86,222.272,222.414,R
86,222.272,222.414,L
87,225.971,226.235,L
87,225.971,226.235,R
88,230.244,230.447,R
88,230.244,230.447,L
89,236.079,236.229,L
89,236.079,236.229,R
90,236.76,236.889,R
90,236.76,236.889,L
91,240.109,240.263,L
91,240.109,240.263,R
92,244.408,244.564,R
92,244.408,244.564,L
93,245.035,245.198,L
93,245.035,245.198,R
94,248.162,248.315,R
94,248.162,248.315,L
95,251.539,251.747,L
