,blockID,trialNumber,triggerName,timestamp_sys,timestamp_psyc
0,pract,0,StartPractice,1781882748.2063732,316.63313031196594
1,pract,1,startFixDisplay,1781882748.2190218,316.64577865600586
2,pract,1,startFixPeriod,1781882748.223001,316.6497573852539
3,pract,1,targetPresented,1781882748.6187563,317.04551577568054
4,pract,1,blankDurationStart,1781882748.6270392,317.0537965297699
5,pract,1,maskStart,1781882749.0434217,317.4701814651489
6,pract,1,maskEnd,1781882749.542873,317.96964716911316
7,pract,1,LeftResponse,1781882751.2960765,319.7228364944458
8,pract,1,EndOfTrial,1781882751.299858,319.7266173362732
9,pract,1,FeedbackPeriodStarted,1781882751.3290017,319.7557580471039
10,pract,2,startFixDisplay,1781882752.8693905,321.2961473464966
11,pract,2,startFixPeriod,1781882752.8735828,321.30034136772156
12,pract,2,targetPresented,1781882753.2525713,321.6793293952942
13,pract,2,blankDurationStart,1781882753.2609901,321.6877498626709
14,pract,2,maskStart,1781882753.6355946,322.0623519420624
15,pract,2,maskEnd,1781882754.1350513,322.56180810928345
16,pract,2,RightResponse,1781882754.6554751,323.08223128318787
17,pract,2,EndOfTrial,1781882754.6597712,323.08653020858765
18,pract,2,FeedbackPeriodStarted,1781882754.6679943,323.09475326538086
19,pract,3,startFixDisplay,1781882756.1708052,324.5975615978241
20,pract,3,startFixPeriod,1781882756.1750982,324.6018545627594
21,pract,3,targetPresented,1781882756.429294,324.85605359077454
22,pract,3,blankDurationStart,1781882756.437527,324.8642840385437
23,pract,3,maskStart,1781882756.770719,325.19747853279114
24,pract,3,maskEnd,1781882757.270351,325.69710779190063
25,pract,3,RightResponse,1781882757.2789667,325.7057251930237
26,pract,3,EndOfTrial,1781882757.282679,325.70943808555603
27,pract,3,FeedbackPeriodStarted,1781882757.295293,325.7220504283905
28,pract,4,startFixDisplay,1781882758.7979338,327.2246904373169
29,pract,4,startFixPeriod,1781882758.8022294,327.228985786438
30,pract,4,targetPresented,1781882759.0814073,327.5081670284271
31,pract,4,blankDurationStart,1781882759.089682,327.516441822052
32,pract,4,maskStart,1781882759.3811426,327.8078999519348
33,pract,4,maskEnd,1781882759.8807192,328.30747866630554
34,pract,4,RightResponse,1781882760.238622,328.6653780937195
35,pract,4,EndOfTrial,1781882760.242861,328.66961789131165
36,pract,4,FeedbackPeriodStarted,1781882760.251103,328.6778619289398
37,pract,5,startFixDisplay,1781882761.7540944,330.18085074424744
38,pract,5,startFixPeriod,1781882761.7582004,330.18495655059814
39,pract,5,targetPresented,1781882761.9790847,330.40584206581116
40,pract,5,blankDurationStart,1781882761.9873886,330.4141457080841
41,pract,5,maskStart,1781882762.2371979,330.66395568847656
42,pract,5,maskEnd,1781882762.7366676,331.16342639923096
43,pract,5,RightResponse,1781882762.9451358,331.3718945980072
44,pract,5,EndOfTrial,1781882762.9489727,331.3757290840149
45,pract,5,FeedbackPeriodStarted,1781882762.9573972,331.3841562271118
46,pract,6,startFixDisplay,1781882764.4602785,332.88703751564026
47,pract,6,startFixPeriod,1781882764.4645703,332.89132928848267
48,pract,6,targetPresented,1781882764.7103157,333.1370749473572
49,pract,6,blankDurationStart,1781882764.7186236,333.14538311958313
50,pract,6,maskStart,1781882764.9268472,333.3536069393158
51,pract,6,maskEnd,1781882765.426263,333.8530201911926
52,pract,6,RightResponse,1781882766.0469117,334.4736704826355
53,pract,6,EndOfTrial,1781882766.0507867,334.4775450229645
54,pract,6,FeedbackPeriodStarted,1781882766.059113,334.4858720302582
55,pract,7,startFixDisplay,1781882767.5619886,335.98874521255493
56,pract,7,startFixPeriod,1781882767.566228,335.99298429489136
57,pract,7,targetPresented,1781882767.8121119,336.2388713359833
58,pract,7,blankDurationStart,1781882767.8203983,336.2471559047699
59,pract,7,maskStart,1781882767.986976,336.4137353897095
60,pract,7,maskEnd,1781882768.4865634,336.9133231639862
61,pract,7,LeftResponse,1781882769.0237315,337.45049023628235
62,pract,7,EndOfTrial,1781882769.0277095,337.45446825027466
63,pract,7,FeedbackPeriodStarted,1781882769.036181,337.4629397392273
64,pract,8,startFixDisplay,1781882770.563891,338.9906506538391
65,pract,8,startFixPeriod,1781882770.5680327,338.9947917461395
66,pract,8,targetPresented,1781882770.767894,339.1946532726288
67,pract,8,blankDurationStart,1781882770.7762403,339.2029972076416
68,pract,8,maskStart,1781882770.9012253,339.32798504829407
69,pract,8,maskEnd,1781882771.400857,339.8276164531708
70,pract,8,RightResponse,1781882772.0339396,340.46069860458374
71,pract,8,EndOfTrial,1781882772.0378335,340.4645926952362
72,pract,8,FeedbackPeriodStarted,1781882772.0460942,340.47285056114197
73,pract,9,startFixDisplay,1781882773.5490005,341.9757568836212
74,pract,9,startFixPeriod,1781882773.553218,341.97997403144836
75,pract,9,targetPresented,1781882773.8405848,342.26734232902527
76,pract,9,blankDurationStart,1781882773.8489747,342.2757315635681
77,pract,9,maskStart,1781882773.9321373,342.35889649391174
78,pract,9,maskEnd,1781882774.431937,342.8586964607239
79,pract,9,LeftResponse,1781882774.9773574,343.40411353111267
80,pract,9,EndOfTrial,1781882774.9814048,343.40816378593445
81,pract,9,FeedbackPeriodStarted,1781882774.9896472,343.41640639305115
82,pract,10,startFixDisplay,1781882776.4965832,344.92333984375
83,pract,10,startFixPeriod,1781882776.5010614,344.92782044410706
